pdb,F_I-sc,F_dG-cross/dSASAx100,F_dG-separated/dSASAx100,F_dSASA-polar,F_fa-dun,F_fa-intra-rep,F_fa-intra-sol-xover4,F_sc-value
2b5a_1,-82.551,-4.231,-3.639,582.78,273.08,1.789,34.444,0.778
2b7l_1,-46.375,-2.173,0.111,642.445,720.369,4.367,70.407,0.536
2b8h_6,-42.988,-1.85,187.66,1085.287,1644.901,8.373,169.644,0.56
2bbh_4,-71.915,-3.063,-2.292,836.806,1147.235,5.496,105.843,0.678
2bde_2,-34.562,-1.914,-0.891,987.327,3305.16,15.466,239.127,0.568
2bdm_2,-44.654,-1.637,-0.831,1305.352,2124.328,12.935,202.194,0.642
2bdq_1,-59.255,-2.739,-1.283,929.033,1075.253,5.923,94.299,0.513
2bej_1,-51.816,-2.513,-1.844,914.528,1123.954,4.681,85.176,0.751
2bhm_2,-38.463,-1.611,-0.934,704.428,567.771,3.438,48.715,0.515
2bho_1,-82.166,-3.458,-2.211,635.569,885.221,3.168,54.419,0.747
2bm5_1,-75.907,-4.546,-4.408,467.961,750.427,4.009,69.783,0.76
2bpd_1,-37.113,-1.222,75.27,628.294,544.675,2.64,60.141,0.631
2brv_1,-19.713,-0.958,1.988,975.466,8948.54,295.828,355.174,0.483
2c2x_1,-103.767,-3.298,-2.31,1637.364,1210.95,6.65,100.653,0.669
2c9s_1,-52.493,-3.58,28.487,470.675,587.509,2.851,54.695,0.74
2cc3_1,-35.328,-2.135,-1.584,491.598,856.385,3.045,57.266,0.656
2cd0_1,-30.809,-1.813,63.249,746.867,379.918,2.3,41.696,0.681
2ctx_1,-39.384,-2.836,166.143,697.998,449.462,3.554,28.223,0.495
2cw2_1,-53.026,-2.563,-1.139,730.299,1163.533,4.869,82.961,0.662
2cw3_1,-41.051,-2.225,-1.222,580.94,1270.282,4.936,93.272,0.643
2cx4_1,-46.056,-2.185,-1.284,631.394,1083.698,4.661,77.153,0.608
2d13_2,-52.674,-2.657,-2.094,911.786,951.487,5.953,78.681,0.687
2d4h_1,-19.1,-1.145,-0.583,775.286,2186.376,7.305,123.886,0.486
2dc4_1,-67.561,-4.018,-3.932,381.45,698.327,4.552,80.076,0.76
2dh6_1,-29.18,-0.942,0.114,1102.384,2203.034,11.064,142.975,0.547
2dou_1,-86.694,-2.435,-2.061,1107.99,1683.718,10.584,147.984,0.593
2dpf_1,-104.986,-3.833,20.792,724.803,397.123,2.57,44.736,0.732
2dql_1,-69.535,-3.59,-3.091,304.705,446.588,3.055,57.514,0.737
2dsj_1,-75.572,-4.326,-3.785,505.481,1432.45,9.044,163.831,0.804
2dvn_1,-26.949,-1.53,-1.096,672.394,691.886,5.046,82.621,0.593
2dwu_1,-58.762,-2.018,-0.81,1329.165,1018.967,7.191,107.591,0.698
2dwy_6,-59.587,-1.868,-0.966,906.714,718.984,3.0,47.46,0.516
2e1d_1,-35.348,-2.027,-0.895,667.043,1156.226,7.568,137.103,0.738
2e2c_1,-31.105,-2.188,-1.221,499.459,716.123,3.453,68.851,0.512
2e46_1,-53.103,-2.298,14.414,1013.517,1061.505,5.409,60.375,0.646
2eav_1,-27.955,-1.709,114.639,637.189,843.816,4.79,67.381,0.533
2ebb_1,-49.542,-2.791,-2.272,573.677,372.151,2.409,49.466,0.628
2ecf_1,-69.822,-2.539,33.416,1026.369,3248.112,19.304,306.722,0.683
2egu_3,-64.932,-4.188,-3.977,659.122,1068.919,5.995,90.964,0.823
2ejn_1,-72.828,-2.794,21.312,947.551,517.495,2.951,54.75,0.629
2ekz_1,-26.782,-2.095,-1.382,450.379,580.472,3.871,68.217,0.624
2eo0_1,-53.052,-3.277,-2.738,455.246,799.8,4.096,59.97,0.733
2erc_1,-35.662,-1.099,0.582,1756.08,1889.618,10.861,145.316,0.522
2ew2_1,-79.815,-3.783,-3.289,446.61,1272.458,6.269,118.412,0.706
2ewt_1,-47.607,-3.429,-3.375,343.286,254.087,1.56,29.117,0.868
2f00_1,-58.885,-1.773,-1.505,1267.64,2524.321,10.087,195.217,0.652
2f1m_2,-35.479,-1.638,-1.379,819.771,1413.663,4.961,78.808,0.586
2f1z_5,-24.347,-1.28,6.372,891.683,4440.594,18.442,241.418,0.59
2f5e_1,-83.63,-3.081,-2.303,968.768,572.295,3.593,61.907,0.711
2f6s_1,-45.889,-2.324,-1.286,935.14,1143.903,4.524,87.508,0.692
2f96_1,-71.336,-2.597,-1.886,929.275,799.878,4.234,74.788,0.68
2f9q_2,-28.992,-1.302,-0.399,967.555,3762.87,12.755,193.963,0.505
2f9q_3,-43.451,-1.795,0.682,697.286,3917.626,12.842,192.842,0.514
2fca_1,-47.007,-2.81,-2.385,632.015,1067.129,4.004,87.536,0.713
2fco_1,-52.28,-2.253,-1.475,837.082,544.945,3.617,65.73,0.614
2ffv_3,-32.982,-1.44,84.353,831.618,2879.24,15.034,228.61,0.474
2fhq_1,-67.877,-2.23,-1.747,649.712,745.365,3.079,53.052,0.756
2fj2_2,-41.375,-2.24,-1.1,694.407,679.702,3.139,29.674,0.627
2fn1_1,-52.808,-3.337,-2.998,496.616,1794.308,8.198,163.938,0.71
2fuc_1,-71.958,-3.081,-2.135,1039.546,1105.092,6.35,111.077,0.693
2fv7_1,-25.828,-1.87,-0.546,640.439,1027.388,5.697,94.092,0.559
2g0h_1,-24.677,-1.496,-0.213,619.604,2029.971,7.776,125.138,0.575
2g3k_8,-36.606,-2.223,-1.556,566.633,778.804,2.844,38.576,0.515
2g3p_1,-56.015,-1.761,54.425,1234.824,965.601,4.179,80.55,0.581
2g45_2,-125.926,-2.812,-2.356,1756.054,420.707,2.654,51.577,0.71
2g7p_1,-64.186,-2.05,-1.09,1134.126,2001.799,11.786,187.3,0.599
2gd5_1,-72.203,-2.024,-1.031,1105.052,1098.725,5.642,67.798,0.532
2gff_1,-105.275,-4.057,-3.641,950.972,409.006,2.127,41.85,0.751
2goj_1,-54.626,-2.773,-1.706,724.601,888.022,4.092,83.348,0.685
2gpc_1,-43.583,-2.469,-1.554,662.183,770.501,3.755,76.145,0.669
2gs2_1,-58.843,-2.833,-1.769,751.277,1526.402,8.513,132.359,0.657
2gsl_3,-51.084,-2.158,-1.023,826.995,777.449,4.019,62.189,0.604
2gwh_1,-40.883,-5.071,-4.785,285.128,1253.14,5.835,135.252,0.832
2gz6_1,-23.457,-1.716,1.607,776.899,1779.019,9.01,173.863,0.421
2h2w_1,-65.23,-3.0,-2.052,1030.041,1320.455,7.589,118.154,0.663
2h8k_1,-40.616,-5.019,-3.976,334.54,1283.812,9.617,109.166,0.803
2h9u_1,-43.037,-2.699,92.752,683.706,414.7,2.8,47.371,0.715
2ha7_1,-20.237,-1.811,138.613,589.936,2594.25,10.809,212.227,0.497
2hb0_1,-38.695,-1.353,77.23,1053.63,2016.113,8.559,125.738,0.606
2hjd_1,-72.363,-3.285,-3.154,420.34,326.025,2.123,34.822,0.686
2hk3_1,-60.973,-2.638,-2.155,796.058,2244.401,7.203,150.248,0.708
2hku_1,-69.788,-2.523,-2.121,1004.789,986.482,4.234,63.723,0.648
2hng_1,-67.673,-3.773,-2.947,774.881,512.102,2.758,57.686,0.647
2hzb_1,-66.677,-3.041,24.136,374.471,1693.632,8.316,119.884,0.672
2i45_4,-78.394,-3.245,-2.696,711.243,665.693,2.78,39.805,0.658
2i5p_1,-124.521,-3.455,-2.253,1083.784,1148.369,7.824,117.509,0.728
2i6a_2,-46.918,-2.015,-0.794,692.446,2734.531,10.891,158.522,0.684
2i7p_1,-28.267,-1.535,0.163,850.492,1374.549,8.95,158.558,0.542
2i91_1,-44.73,-1.5,-0.415,1425.083,4457.634,18.009,236.671,0.439
2i9z_1,-83.621,-3.949,-2.8,810.999,479.218,1.905,40.389,0.693
2ibm_4,-60.779,-1.947,1.187,1180.147,8248.615,28.491,377.666,0.42
2idl_1,-49.789,-2.866,-1.748,476.428,485.079,2.726,49.999,0.688
2ijd_5,-58.219,-1.549,-0.813,1787.876,2846.051,16.99,255.713,0.397
2ikk_1,-53.78,-3.02,-1.816,881.519,827.043,3.695,63.261,0.593
2imn_1,-37.328,-2.477,19.528,446.616,533.794,2.512,37.858,0.695
2imz_1,-22.96,-1.287,0.036,674.883,452.543,3.425,60.48,0.627
2io3_12,-128.538,-1.612,-0.319,1876.094,865.68,4.716,56.89,0.545
2isy_1,-69.389,-4.328,-3.667,440.864,780.313,3.937,68.194,0.742
2itf_5,-17.97,-2.651,-1.929,212.536,536.023,2.483,52.728,0.674
2iut_1,-39.651,-1.544,-0.591,1007.378,1973.877,12.291,152.727,0.375
2iut_6,-40.884,-2.384,-0.518,934.588,1990.999,12.047,155.832,0.583
2iy2_1,-86.388,-4.126,-3.612,723.878,275.299,1.41,24.062,0.798
2j3s_1,-37.35,-1.588,-1.185,1003.476,1483.371,5.09,80.159,0.584
2j3x_1,-35.583,-1.345,-0.905,1224.441,1823.194,10.944,183.182,0.48
2j3z_7,-24.523,-0.811,-0.319,1111.634,2667.646,9.662,177.86,0.532
2j7l_4,-56.683,-1.939,-1.058,1543.745,1017.792,5.474,89.698,0.549
2j80_1,-54.731,-2.664,-1.976,655.224,381.784,2.168,45.518,0.681
2j85_1,-73.092,-4.525,33.076,491.597,601.813,2.636,46.981,0.769
2j8m_1,-116.696,-3.585,-3.149,1346.509,571.685,3.844,68.263,0.759
2j8w_1,-39.748,-3.115,-2.127,387.447,360.809,2.059,40.076,0.759
2j8z_1,-87.103,-3.55,-2.903,1050.195,1320.561,7.558,107.935,0.758
2j98_1,-41.878,-2.851,-2.475,269.22,563.529,2.786,33.985,0.604
2jbx_1,-41.885,-1.383,53.069,869.591,1194.481,4.397,53.175,0.489
2jfp_1,-49.17,-2.677,-2.397,671.056,873.638,6.7,90.993,0.671
2jkr_34,-32.334,-1.125,-0.357,1488.155,5374.72,23.573,265.603,0.37
2jlp_3,-41.717,-2.969,40.932,496.116,561.4,2.804,58.343,0.703
2npn_3,-20.033,-2.392,-1.445,393.651,903.232,4.869,104.474,0.715
2nsa_5,-61.592,-2.548,-1.488,846.974,804.433,4.369,91.212,0.682
2nsa_6,-39.797,-1.563,-0.58,1267.289,801.249,4.324,95.909,0.475
2ntx_3,-34.229,-0.939,0.035,1404.475,1797.24,6.842,133.97,0.601
2nub_6,-33.767,-1.299,0.089,1025.598,5429.221,29.339,364.659,0.64
2nvn_1,-82.144,-3.947,-3.045,1094.999,493.581,2.173,41.561,0.801
2nwu_1,-33.864,-3.082,-2.136,409.941,688.9,3.916,58.678,0.686
2nwv_1,-62.957,-3.213,-2.331,747.235,522.349,2.622,49.221,0.756
2nx9_1,-78.933,-2.477,-1.889,1232.405,2213.474,9.548,171.232,0.695
2nyb_2,-45.243,-2.508,-1.757,729.178,584.998,3.575,68.141,0.727
2nys_1,-58.867,-3.288,-3.135,287.79,651.162,3.487,52.337,0.734
2o1v_1,-72.813,-1.767,-1.079,1503.601,2686.008,13.344,262.365,0.52
2o7m_6,-72.572,-3.397,-2.972,749.025,848.233,3.798,65.558,0.737
2o9a_1,-32.443,-0.429,0.644,400.247,838.956,4.623,73.613,0.577
2oai_1,-15.85,-0.949,-0.517,612.447,323.843,1.712,36.158,0.519
2ob5_1,-86.576,-3.57,-2.896,1006.129,454.327,3.077,56.247,0.692
2ofj_1,-34.295,-1.222,-0.105,1200.795,1714.762,6.753,116.546,0.49
2ogi_1,-55.203,-4.719,-4.367,408.287,857.234,4.426,86.214,0.798
2oik_2,-98.362,-3.243,-2.402,1403.491,576.245,2.928,54.643,0.737
2omk_1,-78.126,-2.742,-2.033,930.617,786.999,4.154,75.272,0.623
2ont_3,-97.352,-2.948,-1.749,1050.983,405.421,1.699,32.084,0.682
2oo2_1,-67.286,-3.131,-2.68,389.722,464.989,1.781,40.087,0.688
2oqt_5,-49.523,-2.381,-1.214,558.468,1135.203,3.936,59.494,0.65
2ov8_1,-57.712,-3.538,36.209,780.355,1248.68,5.204,103.19,0.714
2ovg_3,-47.067,-3.465,-3.422,433.089,180.32,1.172,19.466,0.678
2ovi_2,-79.166,-4.114,-2.454,858.853,758.586,4.218,66.03,0.603
2oz6_1,-99.634,-2.818,-2.307,756.759,1120.527,5.539,91.17,0.712
2ozv_1,-53.28,-3.025,-2.54,555.64,765.156,4.289,77.795,0.67
2p22_22,-66.659,-2.633,-2.233,871.056,596.122,2.895,55.414,0.663
2p5u_1,-61.727,-2.327,-1.473,840.487,1423.574,7.532,126.099,0.637
2pcj_1,-19.385,-1.203,-0.984,293.787,797.608,5.539,88.285,0.484
2pf4_5,-33.195,-0.78,0.568,1193.523,4688.782,15.741,240.019,0.473
2pfi_1,-48.923,-2.898,-2.259,441.973,491.785,3.355,68.508,0.629
2ph0_1,-80.66,-4.07,-3.694,1035.674,541.604,3.467,55.8,0.633
2ph1_1,-39.446,-2.857,-2.231,431.267,1324.83,7.437,100.033,0.652
2pij_1,-41.985,-3.464,-2.141,441.758,283.244,1.232,22.67,0.71
2pju_1,-54.276,-2.79,-2.009,476.59,912.86,3.851,63.416,0.749
2pl1_1,-53.711,-2.534,-2.014,1167.697,549.048,2.895,60.29,0.574
2pls_5,-23.146,-2.455,-2.146,434.057,527.141,1.909,37.729,0.58
2pmr_1,-71.539,-3.526,-3.225,629.123,292.903,1.738,31.368,0.777
2pn5_2,-40.238,-1.063,31.867,1770.502,8580.482,29.593,515.242,0.391
2ppv_1,-74.187,-3.695,-2.842,425.563,1290.161,7.292,132.505,0.74
2pr8_3,-67.918,-2.347,-2.046,969.344,903.219,3.668,68.259,0.741
2pwj_2,-59.581,-3.62,4.266,422.994,816.61,5.265,73.353,0.808
2pzz_1,-35.827,-2.485,-0.661,547.735,591.537,3.678,53.037,0.723
2q24_2,-61.731,-3.276,-2.911,781.099,622.473,3.365,61.821,0.638
2q30_4,-94.322,-3.64,-3.009,1202.261,333.305,1.889,37.591,0.707
2q4n_1,-57.573,-3.032,-2.523,743.468,735.167,4.603,61.199,0.768
2q5c_3,-38.826,-3.063,2.877,428.441,675.868,4.085,67.53,0.764
2q7d_1,-112.656,-3.049,-2.104,1793.86,1542.393,8.682,151.268,0.739
2q8r_2,-62.634,-3.501,1.249,612.51,217.491,1.316,28.11,0.782
2qaz_2,-57.852,-3.329,-2.688,283.189,503.966,2.82,44.748,0.709
2qc7_2,-40.111,-1.662,-0.81,927.732,1874.29,11.595,117.013,0.517
2qgh_1,-195.292,-2.416,-1.876,3226.042,1942.534,11.12,162.33,0.658
2qld_1,-55.493,-2.638,-1.553,737.62,1270.691,5.83,75.453,0.726
2qlx_2,-154.464,-4.862,-4.087,1206.569,398.694,2.31,48.016,0.766
2qms_1,-72.203,-3.093,-2.832,878.009,540.681,2.629,49.892,0.663
2qrr_1,-51.877,-2.581,-1.919,856.469,373.881,2.003,36.788,0.662
2qsq_1,-48.98,-3.264,-3.07,611.005,467.547,2.334,44.986,0.701
2qxl_1,-41.216,-1.666,-1.004,1467.169,3138.357,13.555,250.82,0.556
2qxy_1,-33.505,-3.15,-2.607,360.877,534.56,3.433,57.14,0.545
2qyu_1,-85.842,-1.15,-0.278,2568.566,2863.907,12.679,249.321,0.665
2r3v_6,-61.525,-2.79,-2.035,877.617,2397.263,11.3,157.448,0.663
2r7h_1,-64.135,-4.239,-3.674,604.995,480.221,3.189,58.81,0.8
2r8q_1,-61.312,-3.487,-3.018,374.414,1090.582,7.696,147.377,0.762
2rax_22,-49.212,-1.929,-1.265,537.135,371.408,1.78,31.087,0.638
2rc3_2,-64.03,-2.089,-1.541,1076.66,563.421,2.598,48.679,0.612
2rcv_2,-46.93,-2.686,-1.359,613.313,731.117,4.112,86.864,0.757
2rdi_2,-33.546,-1.493,-0.152,1139.014,2058.734,8.854,153.631,0.444
2rgv_1,-105.642,-3.242,-2.911,1011.454,819.495,3.907,56.315,0.657
2rhj_1,-51.894,-2.324,-0.693,1006.675,1109.837,6.717,111.769,0.553
2snw_1,-21.641,-2.522,-1.491,254.733,1182.833,3.917,69.938,0.649
2tpt_1,-67.928,-2.623,-1.628,566.256,2180.096,9.708,158.88,0.766
2uzj_8,-62.078,-2.364,-2.169,1242.684,884.824,4.941,94.684,0.671
2v3t_1,-31.273,-1.455,13.808,1025.624,1325.429,7.309,108.499,0.546
2v54_1,-50.389,-2.812,-0.949,393.516,1293.12,6.005,90.18,0.629
2v5n_1,-26.241,-1.104,283.751,991.69,1598.68,5.258,99.298,0.372
2v9c_1,-54.46,-2.211,-0.695,984.084,1262.265,6.417,82.514,0.658
2vj4_7,-42.715,-1.861,-1.275,650.709,2455.65,8.149,131.409,0.572
2vnc_8,-34.12,-1.423,60.21,1331.319,4744.873,17.4,341.429,0.386
2vpk_1,-76.427,-2.5,-0.904,981.551,530.18,3.011,56.572,0.745
2vrn_1,-57.103,-2.504,-2.218,632.849,809.207,3.303,65.437,0.647
2vsc_4,-178.784,-3.718,4.037,2322.974,439.126,2.459,42.236,0.772
2vx8_1,-133.137,-3.322,-2.373,1372.803,678.657,3.228,50.869,0.757
2w0l_2,-25.49,-1.849,21.555,477.883,511.343,1.985,38.311,0.728
2w68_11,-26.408,-0.799,1.22,604.625,1004.963,4.716,70.309,0.543
2w7w_1,-45.04,-2.355,-1.358,812.962,756.791,3.907,70.31,0.715
2wcu_1,-68.659,-3.621,-3.161,480.206,644.428,3.733,54.995,0.726
2we8_2,-69.493,-3.634,-3.138,555.398,1869.276,6.361,111.636,0.851
2wfc_1,-40.795,-2.972,-2.968,309.703,620.658,2.989,51.506,0.647
2wfh_1,-48.002,-1.97,110.165,1078.736,741.027,3.617,68.734,0.564
2wnh_2,-31.307,-0.887,78.053,1316.266,1503.413,7.399,158.028,0.446
2wnh_5,-52.588,-2.047,72.573,1216.614,1603.596,8.241,164.687,0.684
2ws2_1,-70.427,-3.081,-1.695,1021.243,1747.392,6.348,98.021,0.716
2wui_1,-66.709,-2.117,1.103,998.199,2175.028,10.959,102.591,0.691
2x2a_1,-36.766,-1.857,-0.644,972.394,578.978,3.589,66.517,0.697
2x2u_3,-59.223,-2.116,49.554,1368.135,1249.784,5.309,102.829,0.674
2x4i_1,-61.737,-3.708,32.486,539.599,549.369,2.708,42.9,0.712
2x6g_7,-54.549,-3.714,-2.135,628.776,350.991,1.66,26.565,0.748
2xbf_2,-30.266,-1.266,0.694,1388.505,2083.353,11.174,185.339,0.397
2xcr_4,-38.11,-1.276,-0.269,1447.845,6656.454,27.406,339.859,0.325
2xdp_6,-172.155,-3.141,-2.287,2251.504,359.963,2.844,51.006,0.763
2xeq_1,-39.211,-1.572,-0.766,1108.201,1118.436,6.767,116.532,0.653
2xeq_5,-34.047,1.009,1.751,577.377,1239.231,7.547,120.839,0.498
2xer_3,-53.224,-1.533,0.121,1311.474,1210.63,7.354,104.619,0.579
2xeu_1,-43.445,-3.84,-3.315,354.915,206.169,1.229,25.077,0.748
2xhf_1,-48.706,-3.298,-3.205,331.285,615.565,3.725,65.371,0.74
2xiq_1,-53.537,-1.796,-0.787,1710.019,2876.4,14.347,288.688,0.541
2xj3_1,-60.812,-3.604,-3.135,505.1,232.45,1.612,28.703,0.747
2xj9_1,-66.177,-1.748,-1.042,1725.565,2121.266,12.082,113.286,0.442
2xss_2,-205.807,-2.839,-1.863,2714.645,1054.408,3.868,63.715,0.694
2xt2_1,-82.928,-4.272,-3.224,715.484,823.197,4.817,81.08,0.685
2xwc_1,-31.893,-1.833,58.144,742.83,898.838,4.0,70.67,0.676
2yaz_6,-39.202,-1.479,-1.108,1422.498,1119.495,5.858,111.867,0.547
2ycj_1,-128.33,-3.845,-3.336,907.023,1360.597,7.714,113.704,0.733
2ym0_5,-64.291,-2.926,-2.301,578.218,979.948,5.046,79.599,0.7
2ym9_8,-56.868,-2.229,-1.514,697.381,1080.889,4.684,69.158,0.506
2ymz_2,-52.982,-3.652,-2.229,761.976,573.486,2.93,53.609,0.606
2yvq_2,-65.84,-1.84,-1.437,1182.254,444.969,3.168,54.11,0.468
2yvu_1,-59.461,-2.869,-2.207,1106.396,883.274,4.799,76.878,0.57
2ywa_1,-45.118,-1.595,-0.283,1005.66,759.221,3.926,64.971,0.626
2yxz_2,-165.584,-2.927,-2.109,1922.787,982.394,6.535,105.902,0.705
2yy9_1,-57.572,-2.77,-2.448,566.171,610.138,3.008,44.904,0.702
2z00_2,-79.879,-3.542,-2.746,967.817,1844.515,9.986,172.003,0.694
2z0f_1,-36.221,-2.183,-0.768,709.513,2187.298,13.272,204.404,0.698
2z6f_1,-15.471,-2.743,-2.127,251.325,652.317,2.706,50.49,0.741
2z7c_2,-37.456,-2.463,-1.972,523.807,527.414,2.808,40.534,0.643
2zb3_4,-64.946,-2.543,-1.934,1369.779,1701.244,9.147,129.018,0.505
2ze3_1,-161.504,-2.84,-2.165,1794.296,1024.275,7.029,110.079,0.682
2zhg_1,-83.298,-2.464,-1.486,1216.765,711.237,3.381,45.875,0.64
2zkj_2,-36.217,-2.028,-1.525,529.967,1897.969,8.884,141.901,0.668
2znh_1,-455.792,-3.105,10.928,4516.166,2081.931,21.196,182.98,0.753
2zoz_2,-25.479,-2.742,-2.377,374.033,893.403,4.679,87.768,0.364
2zu1_3,-47.002,-3.087,-2.239,410.85,648.944,4.152,70.296,0.675
2zv3_3,-60.564,-3.074,-2.375,534.801,518.297,3.019,52.419,0.717
2zvz_1,-55.683,-2.47,-1.733,969.229,1514.558,6.282,83.39,0.733
2zw2_1,-135.88,-4.292,-3.794,1149.271,319.843,2.269,36.93,0.739
2zxy_1,-21.459,-2.098,-1.355,256.656,256.223,1.622,28.101,0.565
2zz8_1,-51.061,-1.958,-1.382,549.109,1035.779,5.191,76.361,0.635
2zzn_2,-52.352,-2.102,-1.112,1023.928,2484.177,13.444,176.023,0.437
2zzt_1,-39.72,-3.812,-3.264,282.968,719.829,3.691,43.602,0.721
3a1d_5,-52.085,-2.207,-1.465,962.329,989.778,5.114,102.193,0.58
3a44_1,-165.528,-2.18,-1.139,2542.91,613.087,4.018,64.727,0.651
3a9i_1,-75.038,-1.779,-0.878,1930.387,1393.969,7.377,156.189,0.636
3aad_12,-36.73,-1.979,0.83,851.158,1497.733,4.253,71.682,0.489
3ajz_1,-45.11,-3.36,-0.861,692.291,538.55,2.996,54.909,0.539
3al9_1,-36.693,-1.571,228.934,1011.56,2314.859,10.488,204.619,0.522
3aln_1,-26.287,-0.692,1.708,1715.289,2722.176,10.697,124.394,0.665
3ani_1,-44.57,-1.822,-1.314,1100.571,1940.331,8.477,173.072,0.602
3aos_1,-58.683,-2.305,23.23,1127.66,1458.402,5.285,85.733,0.611
3aqt_1,-63.878,-2.745,-2.03,776.124,886.348,4.767,78.8,0.685
3atp_1,-53.599,-1.441,2.404,1582.369,1368.986,5.807,73.983,0.453
3auf_1,-59.128,-2.895,-2.702,801.43,733.003,5.273,87.073,0.77
3aux_2,-48.029,-1.326,-0.107,1133.516,2064.726,11.311,146.911,0.409
3aw8_1,-46.94,-1.637,-1.098,1111.83,2106.134,10.629,157.636,0.533
3b39_3,-36.291,-1.305,-0.774,1176.922,1459.607,7.103,140.127,0.334
3b4u_1,-100.056,-3.049,-2.672,1093.302,776.575,5.507,98.114,0.673
3b7h_1,-62.463,-3.604,-3.08,537.586,252.783,1.763,32.583,0.703
3b7m_6,-37.688,-1.689,28.893,940.69,906.384,4.08,74.436,0.563
3bde_2,-94.186,-3.803,-2.622,836.689,336.34,2.079,46.991,0.749
3bdl_3,-210.029,-2.111,-1.746,4378.621,2006.153,12.919,220.806,0.563
3bif_1,-18.105,-1.66,-1.392,659.308,2015.89,10.695,197.09,0.69
3bjr_1,-60.169,-3.111,-2.539,779.769,893.752,7.537,86.081,0.583
3bjv_1,-34.134,-1.363,-0.125,532.951,863.278,4.038,58.62,0.45
3bl8_1,-47.336,-2.873,106.807,410.623,4148.179,12.428,250.859,0.658
3blc_3,-126.015,-3.034,-2.264,1870.749,1516.41,5.925,98.644,0.694
3bqa_1,-45.546,-1.875,-1.517,894.801,620.019,3.704,64.69,0.545
3bs3_1,-38.074,-3.024,-2.682,364.621,222.003,1.429,29.366,0.686
3bwv_1,-73.943,-3.466,-2.993,815.268,737.547,4.422,71.618,0.702
3bxh_1,-32.277,-2.139,-0.829,506.82,875.215,4.509,91.664,0.574
3bxx_1,-44.036,-1.178,-0.364,1662.904,2197.769,7.547,123.919,0.447
3bxz_1,-51.894,-2.306,-0.705,645.516,3182.512,13.207,203.18,0.546
3by8_2,-36.628,-2.006,-1.366,720.301,537.4,3.412,60.153,0.611
3c1q_1,-34.475,-2.033,-1.539,713.324,382.786,2.273,46.995,0.765
3c5q_1,-184.287,-2.219,-1.17,3382.746,1922.069,11.679,160.537,0.656
3c8j_1,-65.102,-4.065,97.539,425.513,939.567,3.246,57.41,0.752
3c8x_2,-98.368,-3.09,10.466,1218.546,563.37,3.328,62.596,0.772
3c9g_1,-38.096,-3.28,-2.719,471.767,752.233,5.021,62.876,0.728
3cb2_1,-64.479,-1.982,-1.434,1297.976,1887.691,8.713,176.291,0.629
3ccg_1,-52.514,-3.545,-2.04,645.897,629.571,4.612,87.531,0.783
3ce1_1,-50.829,-3.836,17.238,447.446,397.764,2.488,49.959,0.766
3cei_1,-44.74,-2.538,-1.067,536.811,1010.771,5.484,94.706,0.678
3chi_1,-59.388,-2.569,-2.129,665.815,1846.573,6.524,136.985,0.663
3cjw_1,-37.651,-2.093,-0.495,635.462,1391.459,7.589,84.323,0.608
3cl3_7,-59.744,-2.557,-1.356,448.942,309.252,1.397,30.131,0.707
3clk_1,-48.117,-1.798,-0.707,1054.672,1080.56,6.92,105.659,0.553
3clv_1,-46.533,-3.232,-2.772,509.517,713.403,8.133,76.709,0.811
3cnk_1,-56.422,-2.819,-2.019,845.692,267.32,1.743,29.599,0.638
3cpe_5,-45.887,-1.276,-0.517,1782.22,3157.722,12.033,233.462,0.502
3crj_1,-81.554,-2.413,-1.579,1212.31,1481.509,4.785,95.423,0.524
3ctz_1,-61.135,-2.294,-1.156,881.369,2305.97,12.486,250.974,0.632
3cwc_1,-69.616,-3.926,-3.341,527.958,2234.147,7.526,125.011,0.743
3cwn_2,-36.996,-2.372,-1.804,451.538,1057.724,6.561,127.82,0.715
3cyv_1,-52.363,-2.084,-1.703,1234.553,2754.787,11.552,161.536,0.499
3cz7_3,-49.501,-1.851,-1.075,1175.825,1689.9,8.52,151.742,0.616
3d6r_3,-37.577,-2.353,-1.554,444.254,461.446,3.363,48.126,0.715
3d7a_1,-41.443,-3.429,-1.704,596.266,745.231,3.469,61.255,0.713
3d7q_2,-60.766,-2.288,-1.59,1040.047,626.986,2.829,52.141,0.795
3d8u_1,-75.051,-2.12,-1.328,1187.189,2102.249,8.873,112.44,0.455
3da8_1,-64.237,-3.112,-2.614,779.146,493.123,3.65,63.534,0.739
3dcj_1,-22.972,-1.585,-0.705,691.731,774.667,3.79,68.095,0.435
3dd9_1,-185.675,-3.339,-2.965,1749.866,534.585,2.843,43.497,0.724
3ded_1,-30.688,-2.341,-1.091,691.434,398.605,1.905,39.175,0.585
3dex_1,-44.417,-2.748,45.17,540.249,572.56,2.414,41.74,0.615
3dh1_1,-66.214,-2.574,-1.065,474.897,846.402,3.562,58.845,0.655
3die_1,-319.935,-4.356,-3.763,3022.68,273.404,2.207,34.351,0.741
3dih_2,-37.798,-2.357,277.853,380.981,819.066,3.204,56.31,0.626
3dka_1,-41.237,-1.931,-1.06,759.205,613.768,3.143,64.733,0.671
3dl3_1,-56.434,-2.575,-2.087,699.853,468.597,2.55,51.145,0.665
3dm8_1,-59.398,-3.22,-2.964,402.747,621.034,3.622,59.644,0.716
3do5_1,-75.85,-2.273,-1.984,1333.068,1145.874,6.866,118.721,0.571
3dpt_1,-55.531,-1.97,-1.234,1100.537,1752.327,7.424,118.647,0.53
