pdb,label,prob1
4hf7_1,1,0.624
4hhe_4,0,0.128
4hj1_6,0,0.092
4hne_6,0,0.156
4hok_1,0,0.26
4hwx_1,1,0.972
4i15_1,0,0.232
4i1m_4,0,0.498
4i1t_1,1,0.72
4i24_3,0,0.518
4i5q_1,1,0.944
4i6s_9,0,0.538
4i8c_13,0,0.048
4ic3_1,1,0.986
4ikm_1,0,0.076
4ina_1,1,0.932
4iry_1,0,0.09
4iyp_5,0,0.43
4iys_1,0,0.132
4j2p_1,1,0.718
4j9a_11,1,0.966
4jc8_1,0,0.202
4jdl_2,1,0.762
4je1_1,1,0.964
4jp4_1,0,0.302
4ju5_1,0,0.26
4jz2_1,1,0.884
4k30_3,1,0.924
4k5s_1,0,0.0
4kcx_1,1,0.928
4kgb_1,1,0.514
4kkd_1,0,0.012
4kmd_4,0,0.012
4knh_1,0,0.0
4knh_4,0,0.024
4kv9_1,1,0.676
4kvr_2,1,0.972
4kxf_17,0,0.0
4kyx_1,1,0.82
4l3q_1,0,0.002
4l4w_9,0,0.054
4l4z_1,1,0.986
4l7e_1,1,0.222
4l85_1,0,0.956
4ld8_1,1,0.96
4ldb_4,0,0.12
4ldz_1,0,0.9
4le0_1,1,0.992
4lev_3,0,0.146
4lft_1,1,0.848
4lhc_2,0,0.0
4lir_1,1,0.912
4ljk_2,1,0.98
4lmf_6,1,0.722
4lo5_2,0,0.03
4low_1,1,0.958
4lrw_1,0,0.254
4lw8_1,1,0.952
4lza_1,1,0.732
4m58_1,0,0.278
4mdh_1,1,0.378
4mei_1,1,0.982
4mhr_2,1,0.828
4mko_2,0,0.84
4mkq_1,0,0.348
4mmm_5,1,0.95
4mqb_1,0,0.206
4muo_1,1,0.602
4n3v_1,0,0.506
4n4a_3,0,0.254
4nf1_4,1,0.992
4ngf_4,0,0.116
4nif_2,0,0.206
4nk0_2,0,0.954
4nld_3,0,0.004
4nnz_2,0,0.012
4npj_1,0,0.01
4nqq_1,1,0.79
4nsv_1,1,0.126
4nuq_1,1,0.952
4nvr_1,1,0.982
4nwc_2,0,0.128
4nxf_1,1,0.902
4nxw_2,0,0.074
4nzj_2,1,0.216
4nzq_2,0,0.052
4nzv_1,1,0.96
4o03_1,0,0.008
4o1h_1,1,0.932
4o1i_2,1,0.938
4o1r_2,1,0.882
4o1w_1,1,0.428
4o67_1,0,0.264
4o7v_1,1,0.79
4o9k_1,1,0.594
4oar_3,0,0.266
4ofd_1,1,0.548
4ohc_2,1,0.94
4oie_1,1,0.86
4oja_1,1,0.986
4oky_1,1,0.832
4omv_1,1,0.722
4oph_1,0,0.212
4ov8_5,0,0.052
4p2l_1,0,0.0
4p3o_5,0,0.002
4p3w_1,0,0.21
4p52_2,0,0.268
4p7o_1,0,0.034
4paa_1,0,0.0
4pbc_1,0,0.092
4pbe_1,1,0.786
4pel_7,0,0.0
4pfe_1,0,0.052
4ph6_1,1,0.97
4pln_1,0,0.002
4pob_1,1,0.924
4ppy_1,1,0.85
4pr3_1,1,0.402
4pwz_1,0,0.002
4pyz_1,0,0.046
4pz8_4,0,0.0
4pz9_1,1,0.964
4pzk_1,1,0.656
4q5y_1,0,0.052
4q7e_1,1,0.948
4q7j_22,0,0.046
4q96_2,0,0.73
4q97_1,1,0.916
4q9a_1,1,0.984
4qbo_1,1,0.98
4qdh_1,0,0.0
4qds_1,0,0.634
4qf2_1,1,0.982
4qf3_3,1,0.994
4qgb_1,0,0.13
4qhh_3,0,0.48
4qhi_1,0,0.63
4qhj_1,0,0.964
4qin_1,1,0.236
4qxw_1,1,0.992
4ray_1,0,0.586
4rb0_7,0,0.738
4rct_1,0,0.67
4re8_3,1,0.944
4red_1,0,0.106
4red_8,0,0.016
4rfp_1,1,0.324
4rly_3,0,0.242
4rmm_1,1,0.914
4rnj_1,0,0.632
4rxj_2,0,0.358
4rz0_1,1,0.78
4rzk_1,1,0.722
4s3m_1,0,0.216
4tkx_3,0,0.018
4tkz_2,1,0.578
4tmb_2,1,0.774
4trt_1,1,0.536
4tse_1,0,0.214
4tt4_1,0,0.546
4ttw_1,1,0.922
4twa_2,0,0.0
4u04_1,1,0.894
4u5k_1,0,0.412
4u66_5,0,0.408
4u9o_3,0,0.166
4v07_1,1,0.818
4w4j_5,0,0.154
4w8c_6,0,0.168
4w8j_6,0,0.006
4w8p_5,0,0.134
4whj_1,1,0.626
4wlm_2,0,0.204
4wny_1,1,0.684
4wov_3,1,0.278
4wph_1,0,0.002
4wt0_1,1,0.996
4wvr_2,1,0.882
4wwc_3,0,0.0
4wzh_4,0,0.072
4x0r_1,1,0.72
4x94_4,0,0.042
4xar_1,0,0.352
4xas_1,1,0.418
4xbd_3,0,0.454
4xea_1,1,0.106
4xss_5,0,0.02
4xvv_1,1,0.7
4xws_2,1,0.158
4y5u_1,0,0.346
4ye0_1,1,0.836
4yet_1,1,0.99
4yh6_1,0,0.05
4yiw_1,1,0.93
4yl6_4,0,0.686
4ytv_3,0,0.448
4yxf_1,1,0.852
4yyy_1,0,0.046
4zai_4,0,0.774
4zch_5,0,0.032
4zdu_4,0,0.014
4zhr_4,0,0.002
4zlp_4,0,0.404
4zms_1,0,0.974
4zmy_1,0,0.676
4zng_1,1,0.398
4zqb_1,0,0.37
4zrn_1,1,0.922
4zwv_1,1,0.866
5a0j_1,1,0.778
5a1k_8,0,0.034
5abr_1,1,0.998
5afb_2,0,0.024
5afb_5,0,0.074
5ajn_3,0,0.0
5an1_5,1,0.78
5ayp_1,1,0.474
5b1y_1,1,0.792
5b3z_1,0,0.004
5b7z_1,0,0.3
5bqn_4,0,0.002
5c04_1,1,0.976
5c2x_1,1,0.842
5c3q_18,0,0.002
5c6m_2,1,0.978
5c9v_3,0,0.002
5ca9_6,0,0.058
5cb2_3,0,0.002
5cho_3,1,0.234
5cjj_1,1,0.982
5ckl_1,0,0.952
5ckm_1,1,0.598
5ckn_1,0,0.03
5coa_3,0,0.176
5col_1,0,0.852
5cow_2,0,0.584
5crb_1,0,0.376
5crc_1,0,0.17
5cro_1,1,0.994
5csa_6,0,0.026
5d9g_2,0,0.564
5dbl_1,0,0.026
5dqw_1,1,0.732
5dra_1,1,0.976
5dtm_1,0,0.184
5dyk_2,0,0.092
5dym_1,1,0.432
5dyw_1,0,0.052
5dzm_3,0,0.098
5e5p_4,0,0.576
5e6m_3,0,0.004
5eb9_1,1,0.956
5edx_1,1,0.954
5eg8_1,0,0.018
5eo6_1,1,0.714
5ep8_1,1,0.968
5eq9_1,1,0.79
5eqf_7,0,0.0
5ex9_2,0,0.124
5exv_1,1,0.722
5eyo_2,1,0.344
5f05_1,1,0.698
5f3k_1,0,0.42
5f5m_14,0,0.0
5f5m_2,0,0.18
5f5r_2,0,0.626
5f74_2,0,0.068
5feg_1,1,0.94
5fgo_1,0,0.244
5fjz_4,0,0.284
5fn0_6,0,0.0
5fom_2,0,0.158
5fub_1,1,0.66
5fuf_1,0,0.09
5gkx_4,0,0.432
5gmj_6,0,0.242
5gt9_1,0,0.038
5gus_1,0,0.088
5gx8_1,0,0.0
5gyr_7,0,0.406
5gzu_1,0,0.002
5h0i_1,0,0.016
5h13_1,0,0.056
5h23_1,1,0.826
5h5n_1,1,0.94
5h7z_5,0,0.0
5hay_1,0,0.0
5hb0_7,0,0.448
5hiz_1,1,0.91
5hkl_1,1,0.874
5hm4_1,1,0.644
5hns_1,0,0.734
5ho9_4,0,0.012
5hpj_1,1,0.87
5hpk_5,0,0.022
5hqw_1,1,0.95
5hs8_1,0,0.766
5hsx_3,1,0.98
5hu7_1,1,0.908
5hxo_1,1,0.762
5i10_2,1,0.976
5i4c_1,1,0.988
5ie7_1,1,0.968
5ifw_6,0,0.198
5ig8_1,1,0.53
5igh_2,0,0.116
5igp_2,0,0.248
5il5_1,1,0.928
5imt_6,0,0.002
5iqw_2,0,0.46
5iu2_1,0,0.284
5iu9_1,1,0.054
5j1f_4,0,0.206
5j6o_1,1,0.932
5j7n_3,0,0.28
5j9c_1,1,0.958
5jgk_1,0,0.014
5jk9_1,0,0.052
5jrh_1,0,0.0
5jsq_1,1,0.746
5k2i_1,1,0.908
5k4b_1,0,0.0
5k5t_1,0,0.038
5k93_1,0,0.032
5kol_2,1,0.92
5ks7_1,1,0.278
5kvt_2,0,0.024
5kyn_7,0,0.064
5kz6_1,0,0.274
5l40_2,0,0.05
5l45_1,0,0.054
5l6q_1,1,0.978
5l7d_1,0,0.002
5l7n_1,0,0.34
5lb8_1,0,0.0
5lc1_5,1,0.732
5lj8_3,0,0.236
5llj_1,1,1.0
5lta_3,0,0.002
5lvz_1,1,0.826
5lx8_1,0,0.042
5m7q_3,1,0.976
5mat_1,0,0.294
5mfa_3,0,0.064
5mio_5,0,0.154
5mja_1,0,0.02
5mqh_4,0,0.008
5msn_1,0,0.002
5mus_1,0,0.136
5mwx_1,1,0.932
5mz4_7,0,0.05
5n69_1,0,0.0
5n71_4,0,0.034
5n7l_1,1,1.0
5na8_5,0,0.0
5ncr_1,1,0.914
5ncs_1,0,0.284
5nfo_5,0,0.0
5nqz_11,0,0.036
5o8e_2,0,0.006
5oj8_3,0,0.202
5omn_2,0,0.028
5onc_1,0,0.582
5oym_13,0,0.21
5p21_1,0,0.138
5qsl_2,0,0.156
5svg_1,0,0.836
5sy4_1,1,0.696
5t93_1,1,0.964
5t9f_1,0,0.134
5tc2_1,1,0.99
5tdq_2,0,0.902
5trb_1,1,0.996
5tus_3,1,0.098
5u0i_1,1,0.976
5u0k_4,1,0.932
5uig_4,0,0.396
5ujf_2,1,0.888
5ume_2,1,0.648
5uos_1,0,0.026
5uqm_2,0,0.028
5uvc_5,0,0.0
5uzx_1,0,0.35
5v01_1,1,0.96
5v38_7,0,0.012
5vcp_1,1,0.998
5vdf_4,1,0.808
5vkt_2,1,0.702
5vm1_5,1,0.868
5vm4_4,1,0.944
5vm9_1,0,0.0
5vsc_1,1,0.228
5vxa_3,1,0.712
5w5i_6,0,0.008
5wdi_2,0,0.038
5wly_5,0,0.598
5wme_4,0,0.468
5wme_5,0,0.406
5wof_13,0,0.742
5wqi_2,1,0.686
5wtx_4,0,0.0
5wyg_1,1,0.94
5x9i_1,1,0.162
5xbi_1,0,0.314
5xfl_2,0,0.262
5xo7_1,1,0.956
5xpu_3,0,0.064
5xq1_1,0,0.718
5xwe_1,1,0.782
5xwm_1,0,0.054
5xwm_3,0,0.0
5xwz_2,1,0.968
5xzw_7,0,0.006
5y2f_2,0,0.142
5y3e_2,0,0.708
5y4s_6,0,0.036
5y4t_1,1,0.906
5y5w_17,0,0.18
5y5w_3,0,0.3
5y9h_4,0,0.04
5y9h_6,0,0.072
5yfn_4,0,0.262
5ygs_6,0,0.306
5yij_13,0,0.0
5yim_2,0,0.002
5yp1_3,0,0.0
5yrg_1,1,0.98
5z0y_1,1,0.282
5z70_2,0,0.23
5zhq_1,0,0.002
5zln_1,0,0.01
5zmd_1,0,0.0
5znd_3,0,0.182
5zw3_1,1,0.586
5zyo_2,0,0.01
6a16_5,0,0.34
6a17_1,0,0.418
6a1z_5,0,0.0
6aob_1,0,0.354
6ar4_1,1,0.92
6as7_3,0,0.0
6auj_1,1,0.17
6azh_1,1,0.57
6b5q_7,0,0.066
6b72_1,0,0.932
6bb8_2,0,0.006
6beb_5,0,0.468
6bi7_21,0,0.078
6bm9_1,0,0.032
6bnc_1,0,0.052
6bui_11,0,0.0
6bwy_1,0,0.002
6cf6_1,0,0.6
6cgb_1,1,0.678
6cjs_3,0,0.736
6d2s_6,0,0.586
6d3l_1,0,0.0
6d9m_4,0,0.132
6dd5_1,0,0.002
6dfk_9,0,0.006
6dkk_1,0,0.818
6dkk_6,0,0.112
6eet_1,0,0.0
6eku_2,0,0.002
6emt_1,0,0.218
6eng_3,0,0.002
6epp_2,0,0.002
6ewi_3,0,0.578
6f1k_1,0,0.644
6f6p_1,0,0.292
6fhm_1,0,0.054
6fju_1,0,0.516
6fjv_2,0,0.968
6fnz_4,0,0.25
6fpt_1,0,0.358
6fwt_2,0,0.648
6g16_10,0,0.584
6g20_4,0,0.228
6g88_1,0,0.0
6g8t_3,0,0.716
6gc9_1,1,0.186
6gfk_3,0,0.232
6gjq_3,0,0.892
6gsu_1,1,0.724
6gv1_7,0,0.304
6gzc_3,0,0.666
6h3s_1,0,0.04
6h3u_14,0,0.51
6h4h_10,0,0.004
6h97_3,0,0.138
6hkw_16,0,0.024
6hzl_2,0,0.002
6i04_3,0,0.024
6i3j_3,0,0.084
6i7k_1,0,0.118
6i97_1,0,0.0
6ii0_11,0,0.018
6ii0_6,0,0.278
6ii0_7,0,0.01
6iii_1,0,0.0
6iny_1,0,0.01
6j09_4,0,0.012
6j09_5,0,0.086
6j20_3,0,0.002
6jdu_3,0,0.004
6jj4_4,0,0.05
6jod_12,0,0.0
6jol_2,0,0.344
6jsd_1,0,0.018
6jtz_1,0,0.098
6k6n_1,0,0.152
6kc6_7,0,0.29
6lnp_1,0,0.476
6mac_5,0,0.492
6mav_7,0,0.86
6mxd_2,0,0.622
6n5z_1,0,0.494
6nc7_1,0,0.152
6nfl_3,0,0.994
6np6_5,0,0.362
6o9q_5,0,0.0
6orf_1,0,0.004
6otn_2,0,0.296
6p40_1,0,0.036
6pkc_4,0,0.23
6pqn_5,0,0.052
6qgs_17,0,0.6
6qpp_2,0,0.512
6qq2_2,0,0.0
6qsn_1,0,0.002
6qu4_11,0,0.0
6qzh_3,0,0.0
6r2f_1,0,0.302
6r2s_8,0,0.352
6r80_2,0,0.43
6rp3_5,0,0.74
6rrc_4,0,0.078
6s1l_5,0,0.486
6tfq_4,0,0.004
6tka_4,0,0.0
6txq_3,0,0.0
6ucm_16,0,0.436
6vdd_2,0,0.012
6w25_2,0,0.008
6wrh_3,0,0.02
8jdw_1,0,0.094
