ID,F_VenclovasLab.csv_F_Voronota_glob_area,F_VenclovasLab.csv_F_Voronota_glob_area_per_atom,F_VenclovasLab.csv_F_Voronota_glob_nonprotein_area,F_VenclovasLab.csv_F_Voronota_glob_sas_energy,F_VenclovasLab.csv_F_Voronota_glob_nonsas_energy_norm,F_VenclovasLab.csv_F_Voronota_iface_atoms,F_VenclovasLab.csv_F_Voronota_iface_atoms_light_score,F_VenclovasLab.csv_F_Voronota_iface_expanded_energy_norm,F_VenclovasLab.csv_F_Voronota_diff_nonsas_energy_norm,F_Oliva_rawdata_v3.csv_F_PA,F_Oliva_rawdata_v3.csv_F_PAr,F_Oliva_rawdata_v3.csv_F_PAl,F_Oliva_rawdata_v3.csv_F_CA,F_Oliva_rawdata_v3.csv_F_CAr,F_Oliva_rawdata_v3.csv_F_CAl,F_Oliva_rawdata_v3.csv_F_CP,F_Oliva_rawdata_v3.csv_F_PP,F_Oliva_rawdata_v3.csv_F_CC,F_Oliva_rawdata_v3.csv_F_ArAr,F_Oliva_rawdata_v3.csv_F_AlAl,F_Oliva_rawdata_v3.csv_F_AlAr,F_Oliva_rawdata_v3.csv_F_AAr,F_Oliva_rawdata_v3.csv_F_AAl,F_Oliva_rawdata_v3.csv_F_AA,F_Oliva_rawdata_v3.csv_F_fPA,F_Oliva_rawdata_v3.csv_F_fPAr,F_Oliva_rawdata_v3.csv_F_fPAl,F_Oliva_rawdata_v3.csv_F_fCA,F_Oliva_rawdata_v3.csv_F_fCAr,F_Oliva_rawdata_v3.csv_F_fCAl,F_Oliva_rawdata_v3.csv_F_fCP,F_Oliva_rawdata_v3.csv_F_fPP,F_Oliva_rawdata_v3.csv_F_fCC,F_Oliva_rawdata_v3.csv_F_fAlAl,F_Oliva_rawdata_v3.csv_F_fAlAr,F_Oliva_rawdata_v3.csv_F_fAAl,F_Oliva_rawdata_v3.csv_F_BSA_Apolar_naccess,F_LyonMOBIGroup_MOBI_raw_scores.csv_F_shape,F_LyonMOBIGroup_MOBI_raw_scores.csv_F_hydro,F_FurmanLab_interface_analyzer_disulf.csv_F_I-sc,F_FurmanLab_interface_analyzer_disulf.csv_F_fa-intra-rep,F_FurmanLab_interface_analyzer_disulf.csv_F_sc-value,F_Kiharalab_feature.csv_F_DOVE,F_Kiharalab_feature.csv_F_GNN-DOVE,F_Kiharalab_feature.csv_F_PhysicsScore,F_Kiharalab_feature.csv_F_RosettaInterfaceEnergy,I_Confidence,I_Score,Training
3obh_1,14050.800000000,13.420060000,0.000000000,-143.403000000,-0.410210000,180.000000000,0.551240000,-0.185550000,-0.048540000,0.000000000,0.000000000,4.000000000,2.000000000,11.000000000,1.000000000,4.000000000,1.000000000,3.000000000,3.000000000,11.000000000,8.000000000,0.000000000,2.000000000,1.000000000,0.000000000,0.000000000,0.078000000,0.039000000,0.216000000,0.020000000,0.078000000,0.020000000,0.059000000,0.216000000,0.157000000,0.039000000,1152.390000000,0.185299014,0.389610390,33.416000000,1.742000000,0.668000000,0.015043667,0.235900000,-9126.410000000,-45.849100000,0.773054289,1,0
3ooo_1,26178.700000000,12.448260000,0.000000000,481.806000000,-0.484880000,120.000000000,0.595260000,-0.330910000,-0.001770000,0.000000000,6.000000000,4.000000000,0.000000000,0.000000000,0.000000000,4.000000000,4.000000000,0.000000000,0.000000000,4.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.231000000,0.154000000,0.000000000,0.000000000,0.000000000,0.154000000,0.154000000,0.000000000,0.154000000,0.154000000,0.000000000,164.330000000,0.055574420,0.276836158,-30.551000000,2.853000000,0.849000000,0.000003432,0.567900000,-5569.890000000,-39.167000000,1.464970810,1,0
3oxp_1,26969.900000000,12.214630000,0.000000000,-740.349000000,-0.486280000,202.000000000,0.582060000,-0.214160000,-0.007340000,1.000000000,8.000000000,11.000000000,0.000000000,5.000000000,2.000000000,5.000000000,1.000000000,6.000000000,0.000000000,7.000000000,2.000000000,1.000000000,1.000000000,0.000000000,0.020000000,0.160000000,0.220000000,0.000000000,0.100000000,0.040000000,0.100000000,0.020000000,0.120000000,0.140000000,0.040000000,0.020000000,907.390000000,0.149700063,0.337440758,-36.535000000,3.079000000,0.616000000,0.000137199,0.618100000,-10553.800000000,-40.423600000,0.667429338,1,0
3p3d_2,17060.700000000,12.769990000,0.000000000,1573.900000000,-0.482230000,166.000000000,0.615610000,-0.216040000,-0.011590000,2.000000000,2.000000000,4.000000000,2.000000000,2.000000000,0.000000000,0.000000000,1.000000000,0.000000000,1.000000000,14.000000000,6.000000000,6.000000000,4.000000000,1.000000000,0.044000000,0.044000000,0.089000000,0.044000000,0.044000000,0.000000000,0.000000000,0.022000000,0.000000000,0.311000000,0.133000000,0.089000000,742.270000000,0.103898981,0.328178694,-43.875000000,2.127000000,0.725000000,0.000802525,0.649600000,-7618.420000000,-43.768300000,1.074660111,1,0
3pim_1,34383.300000000,12.034760000,0.000000000,-713.709000000,-0.370340000,395.000000000,0.560440000,-0.263220000,-0.011960000,4.000000000,7.000000000,7.000000000,18.000000000,8.000000000,13.000000000,7.000000000,0.000000000,13.000000000,5.000000000,2.000000000,6.000000000,10.000000000,2.000000000,2.000000000,0.038000000,0.067000000,0.067000000,0.173000000,0.077000000,0.125000000,0.067000000,0.000000000,0.125000000,0.019000000,0.058000000,0.019000000,1372.200000000,0.131697924,0.158643326,620.428000000,3.359000000,0.746000000,0.001269378,0.616700000,-17981.400000000,-9765810.000000000,0.523989978,1,0
3qat_3,54102.900000000,11.901210000,0.000000000,88.417800000,-0.413710000,208.000000000,0.373350000,-0.196410000,-0.009000000,6.000000000,0.000000000,5.000000000,0.000000000,3.000000000,0.000000000,3.000000000,1.000000000,4.000000000,0.000000000,19.000000000,0.000000000,0.000000000,11.000000000,0.000000000,0.115000000,0.000000000,0.096000000,0.000000000,0.058000000,0.000000000,0.058000000,0.019000000,0.077000000,0.365000000,0.000000000,0.212000000,726.190000000,0.050859250,0.221276596,-23.984000000,5.823000000,0.486000000,0.347296089,0.582200000,-13296.300000000,-39.558200000,-0.192191569,0,0
3qb2_9,31489.100000000,13.411030000,0.000000000,2597.040000000,-0.322320000,366.000000000,0.357200000,-0.085300000,-0.027520000,0.000000000,6.000000000,1.000000000,3.000000000,5.000000000,12.000000000,5.000000000,2.000000000,8.000000000,7.000000000,4.000000000,8.000000000,7.000000000,6.000000000,2.000000000,0.000000000,0.079000000,0.013000000,0.039000000,0.066000000,0.158000000,0.066000000,0.026000000,0.105000000,0.053000000,0.105000000,0.079000000,1359.960000000,0.079494562,0.092243187,-69.228000000,4.508000000,0.669000000,0.000071809,0.627900000,-13694.800000000,-76.276200000,-0.370601314,0,0
3qm2_1,61898.800000000,12.103790000,0.000000000,-262.084000000,-0.434220000,218.000000000,0.362370000,-0.043000000,0.002170000,3.000000000,2.000000000,3.000000000,13.000000000,6.000000000,0.000000000,9.000000000,1.000000000,3.000000000,0.000000000,3.000000000,6.000000000,8.000000000,10.000000000,3.000000000,0.043000000,0.029000000,0.043000000,0.186000000,0.086000000,0.000000000,0.129000000,0.014000000,0.043000000,0.043000000,0.086000000,0.143000000,616.520000000,0.078967544,0.015817223,-26.773000000,6.807000000,0.642000000,0.000192216,0.608600000,-14532.100000000,-30.627400000,-0.210740534,0,0
3qwm_1,27052.100000000,13.068650000,0.000000000,874.359000000,-0.448370000,298.000000000,0.531950000,-0.019110000,-0.005230000,0.000000000,10.000000000,4.000000000,0.000000000,6.000000000,8.000000000,12.000000000,11.000000000,6.000000000,7.000000000,1.000000000,8.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.137000000,0.055000000,0.000000000,0.082000000,0.110000000,0.164000000,0.151000000,0.082000000,0.014000000,0.110000000,0.000000000,1054.210000000,0.120518359,0.146417445,-30.249000000,2.913000000,0.600000000,0.000668434,0.522100000,-11923.900000000,-55.698500000,-0.239251900,0,0
3qyj_3,51911.300000000,11.059080000,0.000000000,-747.809000000,-0.442240000,272.000000000,0.625380000,-0.328750000,-0.000260000,0.000000000,12.000000000,10.000000000,1.000000000,2.000000000,4.000000000,6.000000000,5.000000000,3.000000000,6.000000000,5.000000000,13.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.179000000,0.149000000,0.015000000,0.030000000,0.060000000,0.090000000,0.075000000,0.045000000,0.075000000,0.194000000,0.000000000,922.930000000,0.035430103,0.235918367,-43.541000000,6.212000000,0.738000000,0.000041190,0.607500000,-14053.100000000,-67.830000000,0.894038810,1,0
3rao_1,65720.700000000,12.256750000,0.000000000,163.962000000,-0.335930000,219.000000000,0.224600000,-0.076610000,0.007370000,5.000000000,1.000000000,3.000000000,2.000000000,6.000000000,5.000000000,13.000000000,3.000000000,7.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.109000000,0.022000000,0.065000000,0.043000000,0.130000000,0.109000000,0.283000000,0.065000000,0.152000000,0.000000000,0.000000000,0.000000000,196.590000000,0.091291765,0.082713755,-1.736000000,7.346000000,0.580000000,0.001004252,0.588300000,-9505.540000000,-16.591400000,-0.650314589,0,0
3ret_7,22243.600000000,14.277020000,0.000000000,1363.510000000,-0.284390000,147.000000000,0.416520000,-0.198130000,0.004420000,2.000000000,0.000000000,3.000000000,0.000000000,12.000000000,2.000000000,1.000000000,1.000000000,1.000000000,0.000000000,1.000000000,4.000000000,0.000000000,4.000000000,0.000000000,0.065000000,0.000000000,0.097000000,0.000000000,0.387000000,0.065000000,0.032000000,0.032000000,0.032000000,0.032000000,0.129000000,0.129000000,601.230000000,0.041749175,0.049247606,-11.169000000,2.130000000,0.501000000,0.015510235,0.555500000,-4648.990000000,-21.726800000,-0.193988356,0,0
3rmk_3,93292.500000000,11.486390000,0.000000000,1776.660000000,-0.394100000,198.000000000,0.321590000,-0.158550000,0.002180000,1.000000000,0.000000000,0.000000000,2.000000000,1.000000000,4.000000000,11.000000000,0.000000000,14.000000000,2.000000000,0.000000000,0.000000000,1.000000000,0.000000000,1.000000000,0.027000000,0.000000000,0.000000000,0.054000000,0.027000000,0.108000000,0.297000000,0.000000000,0.378000000,0.000000000,0.000000000,0.000000000,-564.310000000,0.019848350,0.027055892,-4.962000000,11.722000000,0.477000000,0.006071805,0.403700000,-7663.590000000,-18.853300000,-0.902676085,0,0
3ro8_19,56559.100000000,11.103080000,0.000000000,-2034.380000000,-0.426490000,267.000000000,0.604390000,-0.332910000,-0.007070000,0.000000000,4.000000000,5.000000000,2.000000000,8.000000000,4.000000000,4.000000000,3.000000000,2.000000000,0.000000000,9.000000000,4.000000000,6.000000000,2.000000000,0.000000000,0.000000000,0.075000000,0.094000000,0.038000000,0.151000000,0.075000000,0.075000000,0.057000000,0.038000000,0.170000000,0.075000000,0.038000000,741.310000000,0.021621292,0.203125000,-47.132000000,6.146000000,0.652000000,0.000608686,0.629100000,-17013.900000000,-54.569600000,0.794128248,1,0
3rpc_2,46802.200000000,11.951530000,0.000000000,951.625000000,-0.400210000,232.000000000,0.257790000,-0.095320000,0.000250000,3.000000000,2.000000000,6.000000000,4.000000000,11.000000000,5.000000000,7.000000000,4.000000000,6.000000000,1.000000000,4.000000000,4.000000000,0.000000000,2.000000000,0.000000000,0.051000000,0.034000000,0.102000000,0.068000000,0.186000000,0.085000000,0.119000000,0.068000000,0.102000000,0.068000000,0.068000000,0.034000000,460.360000000,0.094722403,0.000000000,-35.997000000,5.853000000,0.732000000,0.040187877,0.653200000,-10873.400000000,-49.538300000,-0.056484178,0,0
3rri_2,26041.200000000,11.709170000,0.000000000,164.878000000,-0.504290000,563.000000000,0.548640000,-0.202700000,0.007000000,2.000000000,6.000000000,2.000000000,14.000000000,14.000000000,31.000000000,15.000000000,2.000000000,24.000000000,9.000000000,3.000000000,15.000000000,4.000000000,6.000000000,3.000000000,0.013000000,0.040000000,0.013000000,0.093000000,0.093000000,0.207000000,0.100000000,0.013000000,0.160000000,0.020000000,0.100000000,0.040000000,2244.870000000,0.238189287,0.277227723,-145.153000000,3.255000000,0.786000000,0.005162008,0.225600000,-19421.500000000,-131.431000000,0.312584974,1,0
3sdp_1,34612.000000000,11.902340000,0.000000000,1801.550000000,-0.293490000,234.000000000,0.260210000,-0.029570000,-0.012710000,2.000000000,7.000000000,0.000000000,0.000000000,1.000000000,7.000000000,3.000000000,1.000000000,9.000000000,4.000000000,0.000000000,4.000000000,6.000000000,0.000000000,0.000000000,0.045000000,0.159000000,0.000000000,0.000000000,0.023000000,0.159000000,0.068000000,0.023000000,0.205000000,0.000000000,0.091000000,0.000000000,589.330000000,0.073982737,0.042307692,142.639000000,8.623000000,0.562000000,0.000658217,0.594700000,-8419.620000000,-13.141400000,-0.230617480,0,0
3smt_4,88993.100000000,12.009870000,0.000000000,1655.800000000,-0.395600000,382.000000000,0.357610000,-0.091840000,0.000970000,8.000000000,4.000000000,12.000000000,2.000000000,14.000000000,10.000000000,22.000000000,2.000000000,7.000000000,1.000000000,8.000000000,4.000000000,4.000000000,4.000000000,0.000000000,0.078000000,0.039000000,0.118000000,0.020000000,0.137000000,0.098000000,0.216000000,0.020000000,0.069000000,0.078000000,0.039000000,0.039000000,683.330000000,0.055755505,0.188936170,-45.699000000,9.173000000,0.676000000,0.000138733,0.561700000,-19353.600000000,-64.755500000,-0.474415584,0,0
3ter_1,27407.800000000,14.455590000,0.000000000,479.542000000,-0.233700000,232.000000000,0.638010000,-0.398490000,-0.034680000,4.000000000,4.000000000,5.000000000,0.000000000,2.000000000,2.000000000,10.000000000,4.000000000,5.000000000,1.000000000,16.000000000,4.000000000,0.000000000,6.000000000,0.000000000,0.063000000,0.063000000,0.079000000,0.000000000,0.032000000,0.032000000,0.159000000,0.063000000,0.079000000,0.254000000,0.063000000,0.095000000,806.710000000,0.140264798,0.209289312,-40.802000000,4.022000000,0.666000000,0.000007928,0.266700000,-12112.900000000,-48.969400000,0.565288256,1,0
3thn_1,59733.800000000,11.800430000,0.000000000,-1532.560000000,-0.457340000,562.000000000,0.413620000,-0.165210000,0.011210000,6.000000000,8.000000000,6.000000000,9.000000000,28.000000000,15.000000000,10.000000000,0.000000000,17.000000000,3.000000000,14.000000000,14.000000000,4.000000000,11.000000000,0.000000000,0.041000000,0.055000000,0.041000000,0.062000000,0.193000000,0.103000000,0.069000000,0.000000000,0.117000000,0.097000000,0.097000000,0.076000000,1621.730000000,0.167157481,0.211737629,-31.651000000,9.845000000,0.591000000,0.025691748,0.576200000,-22682.000000000,-79.172200000,-0.737546383,0,0
3u8z_10,57577.100000000,12.956140000,0.000000000,-232.004000000,-0.409120000,246.000000000,0.244490000,-0.073080000,0.011680000,8.000000000,0.000000000,2.000000000,2.000000000,12.000000000,2.000000000,2.000000000,4.000000000,9.000000000,2.000000000,4.000000000,0.000000000,2.000000000,2.000000000,0.000000000,0.157000000,0.000000000,0.039000000,0.039000000,0.235000000,0.039000000,0.039000000,0.078000000,0.176000000,0.078000000,0.000000000,0.039000000,190.740000000,0.055773763,0.071914480,10.627000000,5.121000000,0.497000000,0.000300213,0.146900000,-12058.700000000,-9999.000000000,-0.967630399,0,0
3uen_5,37535.500000000,12.495170000,0.000000000,332.639000000,-0.434010000,276.000000000,0.210850000,0.049760000,0.027430000,2.000000000,0.000000000,0.000000000,7.000000000,14.000000000,4.000000000,12.000000000,2.000000000,18.000000000,0.000000000,2.000000000,2.000000000,0.000000000,0.000000000,2.000000000,0.031000000,0.000000000,0.000000000,0.108000000,0.215000000,0.062000000,0.185000000,0.031000000,0.277000000,0.031000000,0.031000000,0.000000000,420.850000000,0.052749339,0.103532278,11.308000000,4.227000000,0.710000000,0.000156813,0.590200000,-9869.230000000,-33.904500000,-0.647272843,0,0
3umc_2,43442.400000000,12.158520000,0.000000000,760.058000000,-0.441980000,203.000000000,0.512920000,-0.224770000,-0.004810000,0.000000000,0.000000000,3.000000000,0.000000000,10.000000000,8.000000000,1.000000000,0.000000000,11.000000000,1.000000000,9.000000000,4.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.064000000,0.000000000,0.213000000,0.170000000,0.021000000,0.000000000,0.234000000,0.191000000,0.085000000,0.000000000,473.960000000,0.110551948,0.196531792,-56.741000000,5.303000000,0.669000000,0.040187877,0.587800000,-8186.370000000,-42.543600000,0.432281915,1,0
3v00_10,69806.800000000,12.641580000,0.000000000,-414.878000000,-0.379530000,304.000000000,0.175750000,0.040530000,0.013070000,0.000000000,0.000000000,2.000000000,12.000000000,12.000000000,10.000000000,0.000000000,0.000000000,13.000000000,0.000000000,2.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.038000000,0.226000000,0.226000000,0.189000000,0.000000000,0.000000000,0.245000000,0.038000000,0.038000000,0.000000000,116.730000000,0.023560373,0.069675376,-7.083000000,11.695000000,0.367000000,0.057958651,0.213000000,-19837.400000000,-9.949760000,-1.466512096,0,0
3v6n_1,41763.700000000,11.633340000,0.000000000,-850.188000000,-0.468720000,165.000000000,0.658090000,-0.328490000,0.000340000,8.000000000,0.000000000,0.000000000,4.000000000,4.000000000,10.000000000,6.000000000,1.000000000,3.000000000,3.000000000,1.000000000,2.000000000,2.000000000,4.000000000,0.000000000,0.167000000,0.000000000,0.000000000,0.083000000,0.083000000,0.208000000,0.125000000,0.021000000,0.062000000,0.021000000,0.042000000,0.083000000,178.230000000,0.061953582,0.163096061,-12.916000000,5.743000000,0.684000000,0.001835315,0.568100000,-12444.100000000,-38.873300000,0.790834514,1,0
3vh1_2,110845.000000000,12.277910000,0.000000000,2690.940000000,-0.458440000,362.000000000,0.502000000,-0.280140000,-0.001400000,5.000000000,2.000000000,2.000000000,2.000000000,8.000000000,4.000000000,10.000000000,5.000000000,13.000000000,0.000000000,10.000000000,2.000000000,2.000000000,2.000000000,1.000000000,0.074000000,0.029000000,0.029000000,0.029000000,0.118000000,0.059000000,0.147000000,0.074000000,0.191000000,0.147000000,0.029000000,0.029000000,-262.450000000,0.041591221,0.048738777,8.238000000,17.818000000,0.573000000,0.079413846,0.583000000,-17584.700000000,-19.050900000,-0.768701423,0,0
3wbi_8,114290.000000000,12.387820000,0.000000000,-2806.250000000,-0.416700000,340.000000000,0.284600000,-0.155920000,0.007030000,2.000000000,0.000000000,8.000000000,6.000000000,16.000000000,4.000000000,10.000000000,6.000000000,15.000000000,0.000000000,1.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.029000000,0.000000000,0.116000000,0.087000000,0.232000000,0.058000000,0.145000000,0.087000000,0.217000000,0.014000000,0.000000000,0.000000000,-306.500000000,0.022933912,0.052173913,129.649000000,12.829000000,0.452000000,0.888109028,0.344600000,-23132.700000000,-31.508100000,-1.496646905,0,0
3wbj_2,83628.600000000,12.039820000,0.000000000,-1993.690000000,-0.416550000,292.000000000,0.367380000,-0.339840000,-0.002240000,4.000000000,0.000000000,0.000000000,6.000000000,12.000000000,2.000000000,12.000000000,0.000000000,37.000000000,0.000000000,1.000000000,2.000000000,0.000000000,2.000000000,0.000000000,0.051000000,0.000000000,0.000000000,0.077000000,0.154000000,0.026000000,0.154000000,0.000000000,0.474000000,0.013000000,0.026000000,0.026000000,-201.180000000,0.074363026,0.058401639,-23.281000000,12.477000000,0.505000000,0.015957063,0.241800000,-15137.300000000,-38.091300000,-0.983266579,0,0
3wxm_3,77450.400000000,11.594370000,0.000000000,-1261.040000000,-0.457570000,248.000000000,0.446020000,-0.078840000,0.009280000,2.000000000,4.000000000,6.000000000,4.000000000,16.000000000,2.000000000,13.000000000,0.000000000,7.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.000000000,5.000000000,0.033000000,0.066000000,0.098000000,0.066000000,0.262000000,0.033000000,0.213000000,0.000000000,0.115000000,0.000000000,0.000000000,0.033000000,-65.070000000,0.029027408,0.098440546,-1.883000000,13.842000000,0.591000000,0.002230672,0.620200000,-14862.800000000,-22.248300000,-0.191118294,0,0
3zc9_1,33342.100000000,11.831830000,0.000000000,831.518000000,-0.479050000,200.000000000,0.543290000,-0.214930000,0.005360000,2.000000000,5.000000000,6.000000000,0.000000000,2.000000000,4.000000000,4.000000000,3.000000000,0.000000000,1.000000000,7.000000000,10.000000000,2.000000000,6.000000000,2.000000000,0.037000000,0.093000000,0.111000000,0.000000000,0.037000000,0.074000000,0.074000000,0.056000000,0.000000000,0.130000000,0.185000000,0.111000000,523.890000000,0.055231014,0.112517581,-33.319000000,3.309000000,0.606000000,0.001032764,0.263500000,-10399.300000000,-43.510000000,0.474101571,1,0
4aqf_9,88784.700000000,12.059860000,0.000000000,-2800.670000000,-0.349230000,424.000000000,0.225710000,-0.113010000,0.008930000,2.000000000,4.000000000,10.000000000,4.000000000,10.000000000,0.000000000,28.000000000,10.000000000,21.000000000,1.000000000,1.000000000,0.000000000,0.000000000,2.000000000,0.000000000,0.022000000,0.043000000,0.108000000,0.043000000,0.108000000,0.000000000,0.301000000,0.108000000,0.226000000,0.011000000,0.000000000,0.022000000,138.260000000,0.048383762,0.123520710,67.384000000,19.681000000,0.440000000,0.422529131,0.604100000,-21048.700000000,-27.300000000,-1.600166078,0,0
4aqt_3,65712.200000000,12.223250000,0.000000000,3179.700000000,-0.365080000,282.000000000,0.410760000,-0.078700000,0.006820000,4.000000000,8.000000000,8.000000000,8.000000000,14.000000000,8.000000000,14.000000000,1.000000000,1.000000000,0.000000000,2.000000000,0.000000000,4.000000000,8.000000000,6.000000000,0.047000000,0.093000000,0.093000000,0.093000000,0.163000000,0.093000000,0.163000000,0.012000000,0.012000000,0.023000000,0.000000000,0.093000000,686.830000000,0.038012317,0.102844639,9.244000000,9.003000000,0.573000000,0.041080315,0.261900000,-8291.420000000,-40.288400000,-0.113666782,0,0
4aw3_1,73532.300000000,11.867700000,0.000000000,-1271.250000000,-0.433800000,252.000000000,0.432140000,-0.171010000,0.004110000,9.000000000,0.000000000,4.000000000,7.000000000,4.000000000,4.000000000,5.000000000,5.000000000,16.000000000,0.000000000,0.000000000,0.000000000,1.000000000,0.000000000,3.000000000,0.155000000,0.000000000,0.069000000,0.121000000,0.069000000,0.069000000,0.086000000,0.086000000,0.276000000,0.000000000,0.000000000,0.000000000,90.250000000,0.037814603,0.021965318,-14.124000000,9.643000000,0.416000000,0.239662573,0.607400000,-10717.100000000,-16.414000000,-1.010993829,0,0
4b87_1,63419.800000000,12.075360000,0.000000000,1324.280000000,-0.506680000,260.000000000,0.397450000,-0.177730000,0.004850000,4.000000000,2.000000000,0.000000000,6.000000000,0.000000000,6.000000000,18.000000000,2.000000000,12.000000000,1.000000000,0.000000000,0.000000000,4.000000000,2.000000000,1.000000000,0.069000000,0.034000000,0.000000000,0.103000000,0.000000000,0.103000000,0.310000000,0.034000000,0.207000000,0.000000000,0.000000000,0.034000000,273.160000000,0.028547489,0.117724868,-9.826000000,7.881000000,0.521000000,0.172544599,0.634500000,-5893.310000000,-36.716500000,-0.888315521,0,0
4bbr_39,224967.000000000,12.367620000,0.000000000,6232.080000000,-0.351960000,58.000000000,0.226710000,-0.180010000,0.000640000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,10.000000000,1.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.769000000,0.077000000,0.154000000,0.000000000,0.000000000,0.000000000,-3768.710000000,0.250000000,0.000000000,4.534000000,23.858000000,0.413000000,0.000050666,0.513700000,-21593.100000000,-8.940910000,-1.192330208,0,0
4bkm_1,55732.200000000,12.068470000,0.000000000,-977.132000000,-0.460720000,345.000000000,0.645480000,-0.395730000,-0.010100000,2.000000000,4.000000000,4.000000000,8.000000000,8.000000000,4.000000000,2.000000000,3.000000000,3.000000000,7.000000000,14.000000000,14.000000000,4.000000000,12.000000000,6.000000000,0.021000000,0.042000000,0.042000000,0.084000000,0.084000000,0.042000000,0.021000000,0.032000000,0.032000000,0.147000000,0.147000000,0.126000000,1306.250000000,0.072524599,0.303289193,-78.926000000,19.648000000,0.666000000,0.040187877,0.402300000,-19455.300000000,-79.678200000,0.520176436,1,0
4bla_10,135830.000000000,11.988530000,0.000000000,-3574.150000000,-0.409420000,236.000000000,0.331540000,-0.228900000,0.002120000,12.000000000,2.000000000,8.000000000,10.000000000,8.000000000,0.000000000,16.000000000,6.000000000,7.000000000,1.000000000,1.000000000,4.000000000,0.000000000,6.000000000,6.000000000,0.138000000,0.023000000,0.092000000,0.115000000,0.092000000,0.000000000,0.184000000,0.069000000,0.080000000,0.011000000,0.046000000,0.069000000,-681.700000000,0.018912049,0.011787819,-8.614000000,16.273000000,0.600000000,0.147390231,0.413100000,-27316.700000000,-34.860600000,-0.732689463,0,0
4c0o_1,173302.000000000,12.151310000,0.000000000,-3069.290000000,-0.464560000,286.000000000,0.401930000,-0.224650000,0.001720000,0.000000000,4.000000000,6.000000000,1.000000000,0.000000000,3.000000000,19.000000000,8.000000000,5.000000000,0.000000000,0.000000000,0.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.083000000,0.125000000,0.021000000,0.000000000,0.062000000,0.396000000,0.167000000,0.104000000,0.000000000,0.000000000,0.000000000,-1917.320000000,0.175000000,0.041627022,-20.428000000,23.368000000,0.626000000,0.089333892,0.237000000,-18016.600000000,-34.410800000,-1.020561086,0,0
4c0p_1,170699.000000000,12.112330000,0.000000000,1527.580000000,-0.417710000,589.000000000,0.298550000,-0.132320000,0.004410000,5.000000000,11.000000000,14.000000000,9.000000000,26.000000000,13.000000000,34.000000000,6.000000000,43.000000000,1.000000000,9.000000000,12.000000000,3.000000000,5.000000000,1.000000000,0.026000000,0.057000000,0.073000000,0.047000000,0.135000000,0.068000000,0.177000000,0.031000000,0.224000000,0.047000000,0.062000000,0.026000000,-568.510000000,0.098958333,0.017225748,103631.086000000,736.196000000,0.000000000,0.000995757,0.600900000,-14764.900000000,-33.710400000,-2.231026045,0,0
4ccf_7,51170.300000000,12.738440000,0.000000000,4722.510000000,-0.393760000,249.000000000,0.439830000,-0.099080000,0.010750000,5.000000000,8.000000000,5.000000000,2.000000000,12.000000000,6.000000000,9.000000000,13.000000000,4.000000000,0.000000000,0.000000000,6.000000000,0.000000000,0.000000000,1.000000000,0.070000000,0.113000000,0.070000000,0.028000000,0.169000000,0.085000000,0.127000000,0.183000000,0.056000000,0.000000000,0.085000000,0.000000000,-162.790000000,0.072350288,0.059451220,9516.085000000,614.091000000,0.000000000,0.000000000,0.587000000,-4610.250000000,-15.549300000,-0.869668474,0,0
4ckm_2,28633.400000000,12.709010000,0.000000000,116.826000000,-0.530040000,223.000000000,0.516440000,-0.201700000,-0.000700000,0.000000000,0.000000000,8.000000000,0.000000000,19.000000000,6.000000000,6.000000000,0.000000000,7.000000000,4.000000000,1.000000000,10.000000000,2.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.127000000,0.000000000,0.302000000,0.095000000,0.095000000,0.000000000,0.111000000,0.016000000,0.159000000,0.000000000,671.130000000,0.038785190,0.185185185,-72.082000000,3.346000000,0.821000000,0.040187877,0.406500000,-11846.200000000,-72.397800000,0.537442693,1,0
4cyj_12,83429.800000000,12.790100000,0.000000000,956.089000000,-0.417970000,337.000000000,0.426210000,-0.213380000,0.000800000,11.000000000,8.000000000,3.000000000,12.000000000,5.000000000,3.000000000,5.000000000,11.000000000,11.000000000,0.000000000,2.000000000,0.000000000,4.000000000,2.000000000,3.000000000,0.138000000,0.100000000,0.038000000,0.150000000,0.062000000,0.038000000,0.062000000,0.138000000,0.138000000,0.025000000,0.000000000,0.025000000,226.990000000,0.033829945,0.066569767,-21.023000000,9.949000000,0.512000000,0.025210854,0.633500000,-13624.400000000,-26.304300000,-0.916259449,0,0
