pdb_id,is_levy,is_physio,len_seq,model_id,DockQ,iptm
2i7p_1,False,False,362,model_3_multimer,0.006,0.9230343103408813
2i91_1,False,False,538,model_4_multimer,0.007,0.19693155586719513
2i9z_1,True,True,105,model_2_multimer,0.831,0.7784003019332886
2ibm_4,False,False,780,model_3_multimer,0.02,0.16261902451515198
2idl_1,True,True,117,model_3_multimer,0.923,0.9153076410293579
2ijd_5,False,False,644,model_1_multimer,0.013,0.14268621802330017
2ikk_1,True,True,173,model_4_multimer,0.616,0.8189398646354675
2imn_1,True,True,113,model_3_multimer,0.826,0.7736607789993286
2imz_1,True,True,168,model_5_multimer,0.914,0.820634663105011
2io3_12,False,False,172,model_2_multimer,0.03,0.20237979292869568
2isy_1,True,True,157,model_1_multimer,0.949,0.8480868935585022
2itf_5,True,True,127,model_1_multimer,0.099,0.1916618049144745
2iut_1,False,False,574,model_3_multimer,0.201,0.1457628309726715
2iut_6,False,False,574,model_4_multimer,0.003,0.2066662311553955
2iy2_1,True,True,72,model_1_multimer,0.894,0.9004186391830444
2j3s_1,False,False,288,model_1_multimer,0.012,0.21641069650650024
2j3x_1,False,False,431,model_1_multimer,0.027,0.12682335078716278
2j3z_7,False,False,431,model_2_multimer,0.03,0.15959244966506958
2j7l_4,False,False,218,model_2_multimer,0.046,0.12375743687152863
2j80_1,True,True,135,model_5_multimer,0.935,0.9052048921585083
2j85_1,True,True,122,model_3_multimer,0.796,0.8585165143013
2j8m_1,True,True,172,model_4_multimer,0.96,0.9371213316917419
2j8w_1,True,True,129,model_4_multimer,0.958,0.9175609946250916
2j8z_1,True,True,354,model_4_multimer,0.954,0.9071783423423767
2j98_1,True,True,109,model_2_multimer,0.719,0.793082058429718
2jbx_1,False,False,145,model_5_multimer,0.58,0.4722723960876465
2jfp_1,True,True,293,model_3_multimer,0.602,0.8475948572158813
2jkr_34,False,False,623,model_3_multimer,0.005,0.363503098487854
2jlp_3,True,True,222,model_3_multimer,0.932,0.8459241986274719
2npn_3,True,False,251,model_3_multimer,0.009,0.9356284141540527
2nsa_5,False,False,170,model_1_multimer,0.501,0.6703240871429443
2nsa_6,False,False,170,model_4_multimer,0.008,0.7674865126609802
2ntx_3,False,False,365,model_1_multimer,0.005,0.8504212498664856
2nub_6,False,False,706,model_3_multimer,0.006,0.15719661116600037
2nvn_1,True,True,122,model_4_multimer,0.877,0.9018277525901794
2nwu_1,True,True,155,model_1_multimer,0.98,0.8640835285186768
2nwv_1,True,True,114,model_4_multimer,0.912,0.909374475479126
2nx9_1,True,True,464,model_2_multimer,0.903,0.9220249652862549
2nyb_2,True,True,192,model_1_multimer,0.984,0.9417830109596252
2nys_1,True,True,176,model_2_multimer,0.813,0.7166130542755127
2o1v_1,True,False,666,model_1_multimer,0.456,0.4974318742752075
2o7m_6,False,False,156,model_5_multimer,0.006,0.9353400468826294
2o9a_1,True,True,182,model_2_multimer,0.894,0.8548194169998169
2oai_1,True,True,94,model_1_multimer,0.67,0.8426252603530884
2ob5_1,True,True,153,model_4_multimer,0.954,0.9253175854682922
2ofj_1,False,False,323,model_3_multimer,0.01,0.09884081035852432
2ogi_1,True,True,196,model_2_multimer,0.952,0.9057539701461792
2oik_2,True,True,154,model_1_multimer,0.969,0.8986825942993164
2omk_1,True,True,231,model_5_multimer,0.57,0.8620487451553345
2ont_3,False,False,76,model_5_multimer,0.688,0.6290611028671265
2oo2_1,True,True,86,model_3_multimer,0.942,0.8785333633422852
2oqt_5,True,True,162,model_1_multimer,0.647,0.6363978385925293
2ov8_1,True,True,288,model_4_multimer,0.821,0.7858456373214722
2ovg_3,True,True,66,model_5_multimer,0.852,0.8008350729942322
2ovi_2,True,True,164,model_4_multimer,0.919,0.8797299265861511
2oz6_1,True,True,207,model_3_multimer,0.869,0.9263297319412231
2ozv_1,True,True,260,model_2_multimer,0.873,0.8499809503555298
2p22_22,False,False,118,model_1_multimer,0.029,0.5764639377593994
2p5u_1,True,True,311,model_5_multimer,0.953,0.924483060836792
2pcj_1,True,False,224,model_1_multimer,0.126,0.18255332112312317
2pf4_5,False,False,589,model_3_multimer,0.015,0.14396452903747559
2pfi_1,True,True,164,model_3_multimer,0.963,0.8787745237350464
2ph0_1,True,True,174,model_2_multimer,0.892,0.8657570481300354
2ph1_1,True,True,262,model_4_multimer,0.661,0.7272554636001587
2pij_1,True,True,67,model_3_multimer,0.817,0.7881617546081543
2pju_1,True,True,225,model_4_multimer,0.409,0.5802756547927856
2pl1_1,True,True,121,model_4_multimer,0.908,0.8643690347671509
2pls_5,True,True,86,model_1_multimer,0.816,0.8386746644973755
2pmr_1,True,True,87,model_5_multimer,0.836,0.8365699648857117
2pn5_2,False,False,1325,model_4_multimer,0.013,0.21587467193603516
2ppv_1,True,True,332,model_1_multimer,0.884,0.8907545208930969
2pr8_3,False,False,196,model_3_multimer,0.012,0.6879797577857971
2pwj_2,True,True,171,model_3_multimer,0.565,0.7335385680198669
2pzz_1,True,True,147,model_3_multimer,0.878,0.8031963109970093
2q24_2,True,True,194,model_4_multimer,0.621,0.8627254962921143
2q30_4,True,True,110,model_2_multimer,0.909,0.9307032823562622
2q4n_1,True,True,166,model_2_multimer,0.926,0.9028382897377014
2q5c_3,True,True,196,model_5_multimer,0.925,0.8776065111160278
2q7d_1,False,False,346,model_1_multimer,0.052,0.13915902376174927
2q8r_2,True,True,66,model_5_multimer,0.913,0.8532336354255676
2qaz_2,True,True,128,model_2_multimer,0.902,0.8430250287055969
2qc7_2,True,True,240,model_4_multimer,0.682,0.7740437984466553
2qgh_1,True,True,425,model_4_multimer,0.604,0.9191429615020752
2qld_1,True,True,183,model_1_multimer,0.902,0.7502353191375732
2qlx_2,True,True,108,model_1_multimer,0.952,0.9321252107620239
2qms_1,True,False,120,model_2_multimer,0.015,0.8333437442779541
2qrr_1,True,True,101,model_1_multimer,0.955,0.9063372015953064
2qsq_1,True,True,111,model_5_multimer,0.851,0.8459700345993042
2qxl_1,False,False,658,model_5_multimer,0.029,0.16787366569042206
2qxy_1,True,True,142,model_5_multimer,0.74,0.8008240461349487
2qyu_1,False,False,627,model_5_multimer,0.01,0.20724114775657654
2r3v_6,True,True,396,model_3_multimer,0.943,0.8566157221794128
2r7h_1,True,True,177,model_4_multimer,0.68,0.8610283732414246
2r8q_1,True,True,359,model_4_multimer,0.853,0.9114160537719727
2rax_22,False,False,68,model_4_multimer,0.334,0.40886712074279785
2rc3_2,True,True,135,model_5_multimer,0.97,0.9139159917831421
2rcv_2,True,True,202,model_5_multimer,0.98,0.9405704140663147
2rdi_2,False,False,342,model_2_multimer,0.015,0.09963298588991165
2rgv_1,True,False,145,model_3_multimer,0.556,0.5477598905563354
2rhj_1,False,False,325,model_3_multimer,0.013,0.10215771943330765
2snw_1,True,True,158,model_3_multimer,0.736,0.7445528507232666
2tpt_1,True,True,440,model_1_multimer,0.827,0.7477430105209351
2uzj_8,False,False,253,model_4_multimer,0.471,0.23909074068069458
2v3t_1,True,True,265,model_5_multimer,0.698,0.8936387300491333
2v54_1,True,False,204,model_1_multimer,0.025,0.06826500594615936
2v5n_1,False,False,299,model_3_multimer,0.055,0.18267840147018433
2v9c_1,True,True,215,model_3_multimer,0.835,0.9454359412193298
2vj4_7,False,False,294,model_5_multimer,0.019,0.16654786467552185
2vnc_8,False,False,718,model_4_multimer,0.008,0.8176795244216919
2vpk_1,True,True,116,model_3_multimer,0.966,0.9339559078216553
2vrn_1,True,True,190,model_3_multimer,0.942,0.9253807663917542
2vsc_4,False,False,127,model_3_multimer,0.124,0.725161075592041
2vx8_1,False,False,169,model_5_multimer,0.487,0.7199583649635315
2w0l_2,True,True,111,model_5_multimer,0.864,0.8655564188957214
2w68_11,False,False,195,model_5_multimer,0.008,0.28651005029678345
2w7w_1,True,True,194,model_4_multimer,0.979,0.9303979277610779
2wcu_1,True,True,149,model_5_multimer,0.975,0.8972277045249939
2we8_2,True,True,386,model_5_multimer,0.722,0.8355306386947632
2wfc_1,True,True,167,model_5_multimer,0.95,0.9306631684303284
2wfh_1,False,False,193,model_1_multimer,0.917,0.907264232635498
2wnh_2,False,False,418,model_4_multimer,0.007,0.9302831888198853
2wnh_5,False,False,418,model_4_multimer,0.007,0.9322935342788696
2ws2_1,True,True,204,model_1_multimer,0.91,0.9225047826766968
2wui_1,True,True,210,model_5_multimer,0.644,0.8958725333213806
2x2a_1,True,True,165,model_5_multimer,0.137,0.19665701687335968
2x2u_3,False,False,246,model_2_multimer,0.135,0.11725905537605286
2x4i_1,True,True,114,model_3_multimer,0.709,0.8377557992935181
2x6g_7,True,True,70,model_3_multimer,0.861,0.8123815059661865
2xbf_2,False,False,386,model_2_multimer,0.014,0.18106509745121002
2xcr_4,False,False,726,model_4_multimer,0.005,0.5057733058929443
2xdp_6,False,False,123,model_1_multimer,0.053,0.7844591736793518
2xeq_1,False,False,256,model_1_multimer,0.007,0.48170724511146545
2xeq_5,False,False,256,model_1_multimer,0.01,0.5058430433273315
2xer_3,False,False,248,model_5_multimer,0.037,0.23805543780326843
2xeu_1,True,True,64,model_3_multimer,0.684,0.6548855304718018
2xhf_1,True,True,171,model_5_multimer,0.975,0.8973485231399536
2xiq_1,False,False,762,model_4_multimer,0.003,0.9063287377357483
2xj3_1,True,True,66,model_4_multimer,0.926,0.8718500137329102
2xj9_1,False,False,286,model_1_multimer,0.237,0.15330985188484192
2xss_2,False,False,181,model_5_multimer,0.02,0.3847980797290802
2xt2_1,True,True,200,model_1_multimer,0.739,0.831676721572876
2xwc_1,True,False,208,model_2_multimer,0.008,0.15406760573387146
2yaz_6,False,False,271,model_5_multimer,0.007,0.9252213835716248
2ycj_1,True,True,271,model_3_multimer,0.621,0.9324811100959778
2ym0_5,False,False,233,model_3_multimer,0.022,0.2343871146440506
2ym9_8,False,False,346,model_1_multimer,0.008,0.3044281601905823
2ymz_2,True,True,130,model_1_multimer,0.948,0.8749200701713562
2yvq_2,False,False,143,model_3_multimer,0.638,0.7753141522407532
2yvu_1,True,True,186,model_3_multimer,0.956,0.8786450028419495
2ywa_1,True,True,119,model_2_multimer,0.828,0.8856459856033325
2yxz_2,True,True,311,model_3_multimer,0.949,0.9434385299682617
2yy9_1,True,True,135,model_3_multimer,0.813,0.8153018951416016
2z00_2,True,True,426,model_1_multimer,0.939,0.9419520497322083
2z0f_1,True,True,524,model_3_multimer,0.832,0.8907257914543152
2z6f_1,True,True,131,model_1_multimer,0.288,0.23217909038066864
2z7c_2,True,True,93,model_3_multimer,0.943,0.894810676574707
2zb3_4,False,False,353,model_3_multimer,0.01,0.16961665451526642
2ze3_1,True,True,275,model_2_multimer,0.596,0.9425783157348633
2zhg_1,True,True,154,model_1_multimer,0.589,0.7960478067398071
2zkj_2,True,False,394,model_1_multimer,0.007,0.8895827531814575
2znh_1,False,False,432,model_4_multimer,0.123,0.6081264019012451
2zoz_2,True,False,183,model_3_multimer,0.011,0.9066289663314819
2zu1_3,True,True,183,model_3_multimer,0.915,0.858659029006958
2zv3_3,True,True,115,model_1_multimer,0.945,0.9259390830993652
2zvz_1,True,True,183,model_1_multimer,0.737,0.8534913659095764
2zw2_1,True,True,92,model_4_multimer,0.926,0.8880269527435303
2zxy_1,True,True,87,model_2_multimer,0.865,0.14357756078243256
2zz8_1,False,False,241,model_1_multimer,0.134,0.31515759229660034
2zzn_2,False,False,336,model_3_multimer,0.013,0.27693411707878113
2zzt_1,True,True,107,model_4_multimer,0.921,0.7671809792518616
3a1d_5,False,False,287,model_4_multimer,0.017,0.1502491682767868
3a44_1,False,False,139,model_3_multimer,0.047,0.08341369777917862
3a9i_1,False,False,376,model_4_multimer,0.008,0.9203088283538818
3aad_12,False,False,158,model_2_multimer,0.046,0.1390618532896042
3ajz_1,True,True,135,model_1_multimer,0.923,0.8538321256637573
3al9_1,False,False,539,model_2_multimer,0.419,0.19383475184440613
3aln_1,False,False,327,model_3_multimer,0.006,0.3762213885784149
3ani_1,False,False,398,model_5_multimer,0.006,0.9576073288917542
3aos_1,False,False,227,model_4_multimer,0.036,0.16678526997566223
3aqt_1,True,True,245,model_5_multimer,0.809,0.7727750539779663
3atp_1,True,True,170,model_2_multimer,0.681,0.8527694940567017
3auf_1,True,True,229,model_2_multimer,0.863,0.8824985027313232
3aux_2,False,False,371,model_4_multimer,0.004,0.7360921502113342
3aw8_1,True,True,369,model_3_multimer,0.928,0.9322028160095215
3b39_3,False,False,322,model_2_multimer,0.007,0.26971888542175293
3b4u_1,True,True,294,model_1_multimer,0.957,0.9476460814476013
3b7h_1,True,True,78,model_3_multimer,0.916,0.9128749370574951
3b7m_6,False,False,216,model_3_multimer,0.185,0.11700987815856934
3bde_2,True,True,120,model_3_multimer,0.65,0.8572491407394409
3bdl_3,False,False,570,model_5_multimer,0.031,0.25664228200912476
3bif_1,True,False,468,model_4_multimer,0.004,0.8733251690864563
3bjr_1,True,True,283,model_2_multimer,0.688,0.9136998653411865
3bjv_1,True,True,161,model_2_multimer,0.831,0.6154885292053223
3bl8_1,True,True,580,model_4_multimer,0.71,0.8181586265563965
3blc_3,False,False,330,model_1_multimer,0.066,0.17006081342697144
3bqa_1,False,False,148,model_2_multimer,0.054,0.26386332511901855
3bs3_1,True,True,76,model_2_multimer,0.613,0.6593486070632935
3bwv_1,True,True,180,model_3_multimer,0.865,0.8935368657112122
3bxh_1,True,True,255,model_1_multimer,0.057,0.18279199302196503
3bxx_1,False,False,337,model_4_multimer,0.025,0.1185450479388237
3bxz_1,False,False,471,model_1_multimer,0.15,0.27472031116485596
3by8_2,True,True,142,model_4_multimer,0.842,0.9220021367073059
3c1q_1,True,True,123,model_1_multimer,0.712,0.9043768644332886
3c5q_1,True,True,425,model_1_multimer,0.593,0.9130167961120605
3c6b_1,True,True,299,model_3_multimer,0.855,0.9179617166519165
3c8j_1,True,True,203,model_4_multimer,0.33,0.6087679266929626
3c8x_2,False,False,206,model_4_multimer,0.107,0.13950936496257782
3c9g_1,True,True,142,model_1_multimer,0.918,0.846989631652832
3cb2_1,False,False,475,model_2_multimer,0.096,0.18729518353939056
3ccg_1,True,True,190,model_5_multimer,0.839,0.9077752828598022
3ce1_1,True,True,168,model_3_multimer,0.809,0.9088672399520874
3cei_1,True,True,213,model_4_multimer,0.983,0.9344781637191772
3chi_1,True,True,336,model_3_multimer,0.89,0.8859047889709473
3cjw_1,True,True,244,model_1_multimer,0.875,0.886809229850769
3cl3_7,False,False,130,model_4_multimer,0.658,0.660865306854248
3clk_1,True,True,290,model_1_multimer,0.856,0.8765497803688049
3clv_1,True,True,208,model_1_multimer,0.453,0.7261124849319458
3cnk_1,True,True,89,model_5_multimer,0.942,0.916590690612793
3cpe_5,False,False,592,model_3_multimer,0.019,0.13545392453670502
3crj_1,True,True,199,model_3_multimer,0.928,0.8957305550575256
3ctz_1,True,True,623,model_2_multimer,0.578,0.8375119566917419
3cwc_1,True,True,383,model_4_multimer,0.639,0.8765805959701538
3cwn_2,True,True,337,model_1_multimer,0.976,0.922650933265686
3cyv_1,True,True,354,model_4_multimer,0.858,0.9333701133728027
3cz7_3,False,False,364,model_3_multimer,0.044,0.12048916518688202
3d6r_3,True,False,158,model_1_multimer,0.026,0.0655394047498703
3d7a_1,True,True,138,model_3_multimer,0.954,0.8834118843078613
3d7q_2,True,True,112,model_5_multimer,0.927,0.9016367197036743
3d8u_1,True,True,275,model_2_multimer,0.88,0.8953860402107239
3da8_1,True,True,215,model_3_multimer,0.844,0.905707836151123
3dcj_1,True,False,215,model_2_multimer,0.008,0.9150185585021973
3dd9_1,False,False,135,model_3_multimer,0.257,0.41948384046554565
3ded_1,True,True,113,model_3_multimer,0.679,0.7723737955093384
3dex_1,True,True,107,model_3_multimer,0.834,0.789398193359375
3dh1_1,True,True,189,model_3_multimer,0.914,0.8564425110816956
3die_1,False,False,106,model_3_multimer,0.073,0.6597782969474792
3dih_2,True,True,122,model_1_multimer,0.322,0.13371989130973816
3dka_1,True,True,155,model_5_multimer,0.94,0.9323395490646362
3dl3_1,True,True,119,model_3_multimer,0.913,0.8503749370574951
3dm8_1,True,True,143,model_1_multimer,0.953,0.9070430397987366
3do5_1,True,True,327,model_4_multimer,0.625,0.939049482345581
3dpt_1,False,False,332,model_2_multimer,0.015,0.16108152270317078
3dqp_1,True,True,219,model_2_multimer,0.97,0.9310488104820251
3dqv_12,False,False,382,model_2_multimer,0.077,0.13824588060379028
3dqz_2,True,True,258,model_3_multimer,0.949,0.9371379613876343
3dui_1,True,True,135,model_5_multimer,0.755,0.8564997911453247
3duv_1,True,True,262,model_5_multimer,0.774,0.886817455291748
3dvf_1,True,True,107,model_4_multimer,0.89,0.8895628452301025
3dvi_1,True,True,109,model_1_multimer,0.927,0.8924846649169922
3dxb_16,False,False,222,model_3_multimer,0.046,0.48267674446105957
3dyd_1,True,True,427,model_2_multimer,0.774,0.9159636497497559
3e6d_1,True,False,250,model_3_multimer,0.338,0.6431335806846619
3e7k_14,False,False,56,model_5_multimer,0.294,0.4494878649711609
3e7p_1,True,True,270,model_1_multimer,0.928,0.895403265953064
3e8s_1,True,True,227,model_4_multimer,0.93,0.8919543027877808
3eb8_3,False,False,358,model_2_multimer,0.026,0.10452429950237274
3ec9_1,True,True,140,model_4_multimer,0.991,0.9087769985198975
3eeg_1,True,True,325,model_1_multimer,0.93,0.8975358009338379
3ees_1,True,True,153,model_2_multimer,0.857,0.8302227258682251
3efb_1,True,True,266,model_5_multimer,0.964,0.9217525124549866
3egj_2,True,True,381,model_4_multimer,0.87,0.9191983342170715
3ego_1,True,True,307,model_4_multimer,0.839,0.8537949323654175
3ehc_1,True,True,128,model_3_multimer,0.984,0.9328404068946838
3eij_1,False,False,321,model_1_multimer,0.044,0.15690115094184875
3enm_11,False,False,316,model_1_multimer,0.06,0.1448165476322174
3eoq_1,True,True,406,model_2_multimer,0.774,0.8054664134979248
3erj_1,True,True,123,model_2_multimer,0.687,0.888853907585144
3esf_1,True,True,197,model_5_multimer,0.979,0.9375624060630798
3eul_6,True,True,152,model_1_multimer,0.552,0.842144787311554
3eus_1,True,True,86,model_1_multimer,0.875,0.8954691886901855
3ewb_1,True,True,293,model_2_multimer,0.972,0.9255900382995605
3ez9_2,True,False,403,model_4_multimer,0.237,0.9052079916000366
3f14_1,True,True,112,model_1_multimer,0.962,0.9036191701889038
3f3y_2,True,False,285,model_1_multimer,0.007,0.8477922677993774
3f4k_1,True,True,257,model_3_multimer,0.76,0.9060863256454468
3f8h_1,True,True,150,model_2_multimer,0.527,0.8522282242774963
3f9s_1,True,True,146,model_2_multimer,0.77,0.9141129851341248
3fb3_1,True,True,161,model_1_multimer,0.916,0.8499302864074707
3fbt_2,True,True,282,model_3_multimer,0.87,0.88437420129776
3fbu_1,True,True,168,model_2_multimer,0.934,0.8777965903282166
3fcx_1,True,False,282,model_5_multimer,0.006,0.9353718757629395
3fdg_1,True,True,355,model_2_multimer,0.91,0.9433885812759399
3fe1_7,False,False,403,model_2_multimer,0.089,0.19316288828849792
3ffn_1,False,False,782,model_5_multimer,0.036,0.16933408379554749
3fg3_1,False,False,696,model_5_multimer,0.01,0.2363198697566986
3fg6_42,False,False,371,model_2_multimer,0.022,0.2607841491699219
3fh0_1,True,False,144,model_5_multimer,0.011,0.5103933215141296
3fjo_2,False,False,637,model_3_multimer,0.015,0.1460675597190857
3frl_1,False,False,252,model_2_multimer,0.014,0.593970537185669
3frs_2,False,False,189,model_3_multimer,0.035,0.48092710971832275
3ftj_3,False,False,226,model_3_multimer,0.036,0.19073888659477234
3ftj_5,False,False,226,model_3_multimer,0.04,0.18423154950141907
3g0f_1,False,False,336,model_2_multimer,0.021,0.12496194243431091
3g0k_1,True,True,148,model_3_multimer,0.619,0.8422895073890686
3g13_1,True,True,169,model_3_multimer,0.714,0.8526516556739807
3g17_2,True,True,294,model_5_multimer,0.875,0.8936305642127991
3g45_1,True,False,421,model_1_multimer,0.007,0.8135782480239868
3g48_2,True,False,112,model_1_multimer,0.011,0.9034290313720703
3g7p_1,True,True,156,model_1_multimer,0.962,0.8712162971496582
3gff_1,True,True,331,model_5_multimer,0.762,0.923046886920929
3ghy_3,True,True,335,model_5_multimer,0.947,0.8906126022338867
3glv_1,True,True,143,model_2_multimer,0.948,0.9115120768547058
3gor_1,True,True,157,model_2_multimer,0.951,0.9409105181694031
3grl_1,False,False,651,model_1_multimer,0.051,0.15695247054100037
3gty_7,False,False,433,model_4_multimer,0.031,0.15318810939788818
3gw2_1,True,True,108,model_2_multimer,0.819,0.79621422290802
3gz1_1,True,False,151,model_2_multimer,0.043,0.290259450674057
3h1s_1,True,True,195,model_5_multimer,0.991,0.9379585981369019
3h2d_1,True,True,155,model_3_multimer,0.917,0.9043126702308655
3h7l_3,True,False,586,model_3_multimer,0.003,0.9312323331832886
3hde_2,True,True,165,model_1_multimer,0.027,0.08651632070541382
3hdv_3,True,True,136,model_1_multimer,0.885,0.8475712537765503
3hf7_2,True,True,130,model_1_multimer,0.88,0.8480443358421326
3hgv_3,False,False,369,model_4_multimer,0.006,0.928712785243988
3hh7_1,True,True,65,model_4_multimer,0.852,0.8031879663467407
3hha_4,True,False,220,model_1_multimer,0.115,0.6419034004211426
3hhv_1,True,True,110,model_3_multimer,0.202,0.07694247364997864
3hie_3,False,False,171,model_2_multimer,0.416,0.5524932146072388
3hj6_1,True,True,327,model_4_multimer,0.798,0.835574746131897
3hjg_1,True,True,213,model_2_multimer,0.827,0.9158955812454224
3hjp_1,True,True,164,model_4_multimer,0.877,0.9104641675949097
3hm7_2,True,True,448,model_3_multimer,0.924,0.8890560865402222
3hmk_1,True,True,339,model_2_multimer,0.84,0.8864852786064148
3hn2_1,True,False,312,model_2_multimer,0.014,0.19621621072292328
3hna_3,True,True,287,model_3_multimer,0.462,0.8772379755973816
3hpn_1,False,False,174,model_4_multimer,0.438,0.21356312930583954
3hq2_1,True,True,501,model_1_multimer,0.766,0.8308911323547363
3hqx_1,True,True,111,model_1_multimer,0.983,0.9101617932319641
3hru_1,True,True,214,model_3_multimer,0.949,0.8523659706115723
3htv_1,True,True,310,model_5_multimer,0.946,0.916641354560852
3hv2_1,True,True,153,model_4_multimer,0.913,0.8454791307449341
3hx8_2,True,True,129,model_4_multimer,0.899,0.9269550442695618
3hy1_5,False,False,441,model_5_multimer,0.014,0.1451895833015442
3hy8_1,True,True,261,model_4_multimer,0.54,0.8802586793899536
3hyq_2,True,True,184,model_2_multimer,0.935,0.9209150075912476
3hz4_1,True,True,140,model_2_multimer,0.942,0.8393358588218689
3hzu_1,True,True,318,model_2_multimer,0.808,0.8877847194671631
3i83_1,True,True,320,model_1_multimer,0.812,0.8992512822151184
3i8b_2,True,True,515,model_3_multimer,0.798,0.7911643981933594
3icw_3,False,False,316,model_3_multimer,0.623,0.9065879583358765
3ift_2,True,True,142,model_1_multimer,0.892,0.8495427370071411
3igd_1,True,True,139,model_3_multimer,0.808,0.8904680013656616
3igr_2,True,True,184,model_2_multimer,0.959,0.8983167409896851
3ihl_5,False,False,282,model_4_multimer,0.052,0.9105384945869446
3ihr_3,False,False,328,model_4_multimer,0.064,0.44628629088401794
3ijl_2,True,False,338,model_2_multimer,0.006,0.9452757239341736
3jpw_2,False,False,363,model_3_multimer,0.457,0.3134521245956421
3jr8_2,True,True,122,model_4_multimer,0.245,0.8705179691314697
3jth_1,True,True,98,model_2_multimer,0.84,0.8341363668441772
3juw_2,True,True,175,model_4_multimer,0.884,0.9119623899459839
3jv5_2,True,True,104,model_2_multimer,0.907,0.8954062461853027
3jv9_1,True,True,219,model_1_multimer,0.821,0.8882552981376648
3jw0_13,False,False,385,model_5_multimer,0.008,0.17448091506958008
3k1m_1,True,False,312,model_3_multimer,0.008,0.5267373323440552
3k44_21,False,False,146,model_5_multimer,0.016,0.19795101881027222
3k55_9,False,False,306,model_1_multimer,0.376,0.6796780824661255
3k5s_1,True,True,217,model_2_multimer,0.676,0.7509478330612183
3k5x_2,True,True,400,model_5_multimer,0.939,0.9385033249855042
3k6k_2,True,True,322,model_1_multimer,0.959,0.9176506400108337
3k86_1,True,True,185,model_1_multimer,0.684,0.914836585521698
3k8v_9,False,False,351,model_3_multimer,0.004,0.11553773283958435
3kay_1,True,True,178,model_1_multimer,0.567,0.7708555459976196
3kb1_1,True,True,262,model_4_multimer,0.686,0.6613419651985168
3kbf_1,True,True,157,model_2_multimer,0.875,0.925728440284729
3kcn_1,True,True,151,model_5_multimer,0.801,0.8288789987564087
3keb_1,True,True,224,model_5_multimer,0.891,0.8605449199676514
3kg6_2,True,True,285,model_3_multimer,0.704,0.824033260345459
3kg7_2,True,True,293,model_1_multimer,0.938,0.8420847058296204
3kg8_1,True,True,308,model_2_multimer,0.798,0.8423290848731995
3kga_1,False,False,299,model_3_multimer,0.012,0.10533350706100464
3khp_2,True,True,311,model_3_multimer,0.904,0.9098910093307495
3kht_2,True,True,144,model_3_multimer,0.958,0.8967333436012268
3kkc_1,True,True,177,model_3_multimer,0.915,0.851981520652771
3knz_3,True,True,366,model_4_multimer,0.455,0.8880313634872437
3kph_1,False,False,217,model_2_multimer,0.018,0.1626538634300232
3ksh_1,True,True,160,model_3_multimer,0.881,0.9175193905830383
3kt3_3,False,False,438,model_5_multimer,0.007,0.9085627198219299
3ktm_12,False,False,191,model_1_multimer,0.016,0.15243084728717804
3kux_3,True,False,352,model_2_multimer,0.006,0.9054258465766907
3kvb_1,False,False,397,model_4_multimer,0.108,0.23315253853797913
3kza_1,True,True,162,model_4_multimer,0.824,0.857625424861908
3l0z_5,True,True,350,model_3_multimer,0.958,0.9385901689529419
3l18_1,True,True,168,model_2_multimer,0.942,0.9270401000976562
3l1e_1,True,False,106,model_5_multimer,0.008,0.7913053631782532
3l1w_2,True,True,257,model_5_multimer,0.956,0.9169192314147949
3l5z_1,True,True,156,model_5_multimer,0.884,0.7847619652748108
3l6b_1,True,True,346,model_5_multimer,0.829,0.8147668838500977
3l7o_1,True,True,225,model_3_multimer,0.936,0.9393252730369568
3l9e_2,True,True,154,model_2_multimer,0.942,0.9486162662506104
3l9n_5,False,False,351,model_1_multimer,0.005,0.2224835455417633
3l9z_1,True,True,170,model_3_multimer,0.571,0.8294049501419067
3lag_1,True,True,98,model_2_multimer,0.939,0.9151285886764526
3lcr_1,True,True,319,model_4_multimer,0.759,0.80367511510849
3leq_2,True,True,126,model_3_multimer,0.891,0.8351991176605225
3lf6_1,True,False,161,model_1_multimer,0.1,0.5217019319534302
3lf7_2,True,True,634,model_2_multimer,0.799,0.7329117059707642
3lfi_1,True,True,634,model_1_multimer,0.839,0.7920821905136108
3lhk_2,True,True,154,model_2_multimer,0.914,0.8770409226417542
3lhr_1,True,True,93,model_5_multimer,0.929,0.8874608874320984
3lhx_1,True,True,319,model_3_multimer,0.789,0.8683549165725708
3ljb_2,True,False,271,model_2_multimer,0.008,0.8647987842559814
3ljs_1,True,True,338,model_1_multimer,0.703,0.8761141896247864
3lmb_1,True,True,165,model_2_multimer,0.951,0.9418959617614746
3lmn_8,False,False,135,model_3_multimer,0.029,0.3744860291481018
3lo3_3,True,True,94,model_5_multimer,0.882,0.9147247672080994
3lp9_1,True,True,227,model_4_multimer,0.346,0.8931881189346313
3lpm_1,True,True,259,model_1_multimer,0.932,0.8416388034820557
3lqe_5,False,False,320,model_3_multimer,0.007,0.9051609635353088
3lqn_1,True,True,150,model_1_multimer,0.829,0.8490971922874451
3lrq_1,True,True,100,model_3_multimer,0.899,0.8217313885688782
3lrq_2,True,True,100,model_2_multimer,0.865,0.8250859379768372
3ltv_1,True,True,153,model_1_multimer,0.981,0.9395714402198792
3lv9_1,True,True,148,model_1_multimer,0.593,0.8361851572990417
3lwb_1,True,True,373,model_5_multimer,0.393,0.9210017323493958
3lxy_1,True,True,334,model_2_multimer,0.936,0.9001132249832153
