File,I_Proba_Consensus,F_SOAP,F_Network_full,F_Network_binding_0,F_Network_binding_1,F_FireDockScore,TrainingColumn,Source
1sxs_1.pdb,0.7990516,-2472.521,-2142.192,-4.8724910436128726,-4.600448540551121,-62.79,0,QSbio
1syq_8.pdb,0.0040928475,-465.334,149.02083000000005,2.3800959636186367,2.384480529046937,3.87,0,Dunbrack
1t0i_1.pdb,0.99211645,-4253.308,-4082.1736,-5.826220214473815,-5.490878614260444,-98.66,1,QSbio
1t1e_2.pdb,0.23050746,-4095.882,-2117.55,-3.284440524720964,-3.2888335620620888,274.99,0,Dunbrack
1t1l_1.pdb,0.78138876,-3805.328,-2361.8193,-1.9586091041486764,-1.5484390627014528,-45.35,0,Dunbrack
1t3w_1.pdb,0.9922074,-5982.81,-3591.0959999999995,-0.12707335765805516,-2.0293663732768694,-158.58,0,Dunbrack
1taq_5.pdb,0.0104020145,-3010.893,798.6636,0.0337028072550823,0.03562504706087718,-28.1,0,Dunbrack
1tf5_1.pdb,0.0080568,-1894.1689999999999,625.5804400000002,-3.0068852659041667,-3.0195940281108133,-27.12,0,Dunbrack
1tfg_1.pdb,0.99067485,-4428.675,-2868.963,-0.21506762097186868,-0.1096640301469012,-143.96,0,QSbio
1tmk_1.pdb,0.9920756,-3049.985,-3714.6392,-4.1136639166100535,-4.0378762361223455,-125.91,0,QSbio
1to0_3.pdb,0.80230254,-2532.599,-2145.4585,-2.4039292077407617,-3.136813631615845,-81.25,1,QSbio
1to4_1.pdb,0.61956966,-2295.9629999999997,-2204.3213,-4.184983518607115,-4.083868802381497,,1,QSbio
1tvd_1.pdb,0.92342794,-3306.5879999999997,-2377.9343,-2.110969139988785,-1.6058126855556536,-83.66,1,QSbio
1txn_1.pdb,0.9921708,-5475.5909999999985,-4292.0790000000015,-2.612177598086009,-1.5090174204798292,-151.32,0,QSbio
1tz3_1.pdb,0.35435359999999994,-1697.1589999999999,-1630.2638,-5.251182394792392,-3.4684909509860304,-66.93,0,QSbio
1u07_1.pdb,0.7888931,-3122.094,-1405.2526,-4.631123656100773,-3.711885624227192,-114.29,1,Dunbrack
1u20_1.pdb,0.99226224,-3407.477000000001,-3130.0127,-5.7453956464638685,-5.5120454187655294,-132.97,1,QSbio
1u2j_24.pdb,0.62892133,-2262.7529999999997,-2158.2266,-0.7398066499681257,-0.5420274125350604,-35.76,0,Dunbrack
1u3z_1.pdb,0.5238942,-2330.303,-1631.6211,-2.1119935160284307,-2.100620119482957,-59.28,0,QSbio
1u4m_1.pdb,0.1230283,-1689.773,-1002.72797,-3.8119921124849685,-2.9346994203694927,-84.04,0,QSbio
1uat_2.pdb,0.098273374,-893.927,-1795.9172,-1.8130765840021519,-1.8016044117105865,-14.65,0,QSbio
1ud0_7.pdb,0.99213,-5346.29,-4369.683,-2.330700764564066,-2.140340411855329,-139.63,1,Dunbrack
1udv_1.pdb,0.51486146,-1709.1860000000001,-1918.0588,-2.0088107684603496,-2.2702541702696584,-74.21,0,QSbio
1uer_2.pdb,0.9232462,-3420.245,-2477.4976,-4.988886918598353,-5.292366395352337,-54.2,0,QSbio
1ujk_3.pdb,0.013601711,-617.1469999999998,-611.8304400000002,-4.131795807819208,-1.201627901037004,-17.32,0,QSbio
1ujn_1.pdb,0.991968,-3403.255,-3344.7222,-6.738068883484683,-6.267325051312826,-75.88,1,QSbio
1ukg_1.pdb,0.08873093,-2029.976,-896.1901,-1.2839119818534779,-1.0399127323491026,-53.3,0,QSbio
1uou_1.pdb,0.9761338,-2440.456,-3367.5083,-6.949885491825143,-6.942666250868303,-45.1,0,QSbio
1usm_1.pdb,0.82047665,-2169.59,-2853.76,-3.6725959340193413,-3.683837299476152,-55.74,0,QSbio
1uvz_3.pdb,0.09430839,-1280.902,-1406.5609,-3.980929149568152,-3.5897685288493566,-27.07,1,QSbio
1v2a_1.pdb,0.9814642,-2591.413,-4236.7075,-6.348222687056433,-5.487912273525826,-59.09,0,QSbio
1v2z_1.pdb,0.7870175,-3029.783,-2242.535,0.9728739389162588,1.057768763289473,-39.46,0,QSbio
1v4t_4.pdb,0.046877094,-1054.5739999999996,-1179.492,-4.796712241129941,-4.735079849866271,-4.26,0,Dunbrack
1v4v_1.pdb,0.99234056,-4662.348,-4168.1514,-4.234669181504092,-4.604023559362721,-155.17,1,QSbio
1v98_2.pdb,0.011096405,-840.435,-593.9877,2.931724378237317,2.9317384337543126,-8.64,0,QSbio
1vez_2.pdb,0.39447343,-2311.542,-1312.6685,-4.8824064741562445,-4.881787464385728,-43.13,0,QSbio
1vg9_2.pdb,0.39952368,-3161.724,-1088.6686,-4.182638839490644,-5.0187788109953,-84.16,0,Dunbrack
1vh0_8.pdb,0.9404583,-3499.862,-2982.437,-4.196880733606586,-4.3895403987029225,-70.57,0,QSbio
1vic_7.pdb,0.033558,-1952.818,-315.28363,2.45841943878325,2.4556524285733903,-69.21,0,Dunbrack
1vok_6.pdb,0.07810691,-2098.581,-1028.7761,4.362615805478441,4.379106128594133,-42.45,0,QSbio
1vpl_1.pdb,0.0022541438,-1271.263,1167.1506,3.519265793914873,3.5170969909362744,36.95,0,QSbio
1vqu_1.pdb,0.9922285,-3755.47,-3059.4368,-6.7859677465130686,-6.902413431756841,-105.3,1,QSbio
1vr0_1.pdb,0.6009363,-3095.3790000000013,-2343.0469,-4.633838537190306,-4.644620345645679,-41.68,1,QSbio
1wac_4.pdb,0.009852474,-1754.233,99.06111,-1.9328888003360511,-1.811302470999072,57.47,0,Dunbrack
1wlg_3.pdb,0.008762586999999999,-2975.635,1483.3318,0.6802513750587619,0.96855128868411,-45.57,1,Dunbrack
1wn2_1.pdb,0.9233931,-2219.978,-3800.1729,-4.677774435552959,-4.713432268771659,-57.46,1,QSbio
1wtc_1.pdb,0.028852921,-1580.358,-426.92822,0.8579843256562657,0.8577269755934243,-35.46,0,QSbio
1wwp_1.pdb,0.59804785,-1651.921,-2548.3462,-3.2443021160293983,-3.1570923623342115,-66.42,1,QSbio
1x1p_3.pdb,0.021133738,-2732.3059999999996,76.47279,-0.4085342728897523,-0.4102661323078463,-40.28,0,Dunbrack
1xef_2.pdb,0.9249264,-2719.958,-2777.1343,-3.2052629229636977,-2.892935758736117,-77.35,0,QSbio
1xew_4.pdb,0.0050587477,-1347.471,399.1305,12.827927675664265,12.833039663239214,27.45,0,Dunbrack
1xi1_1.pdb,0.28518206,-3072.03,-1243.4642,-4.161779582663954,-4.3975217894278895,-33.96,0,Dunbrack
1xi3_1.pdb,0.21980877,-2071.53,-1621.789,-4.563784440213037,-4.6845658079241845,-41.2,1,QSbio
1xkv_1.pdb,0.0041763997,-1280.787,562.0869,-4.042368013742124,-4.666852827412481,-13.04,1,QSbio
1xkz_2.pdb,0.0016463688,-118.318,484.1332,-1.7557680419070072,-1.4702692639770565,1042.51,0,QSbio
1xlu_1.pdb,0.041135296,-1185.423,-1034.9958,-3.8471987128848135,-3.846718765050553,-10.0,0,QSbio
1xrc_5.pdb,0.005992883,-1410.306,447.1357,5.324141884191967,5.2903418100771775,-46.05,0,Dunbrack
1xre_1.pdb,0.9209096,-2864.687,-2241.6328,-5.324910550151066,-5.255315505437113,-61.57,1,QSbio
1xso_1.pdb,0.58075154,-2133.022,-1832.846,-4.501739271564602,-4.657014661975615,-66.32,0,QSbio
1xsv_1.pdb,0.99182194,-3593.587,-2947.6274,-2.7784804844351805,-2.380372524867605,-127.48,1,QSbio
1xty_2.pdb,0.6888352,-2188.188,-3498.8228,1.7899040703068587,2.5067751760309185,-73.23,0,QSbio
1xub_1.pdb,0.007261084,-1177.8110000000001,-200.46336,0.33418842971218177,1.9831488459281217,-24.33,0,QSbio
1xuq_1.pdb,0.92239034,-2934.421,-2302.8445,-5.325656117831771,-5.302946899987654,-55.33,1,QSbio
1xur_1.pdb,0.79068804,-3474.722,-1608.7155,-0.1821261040059413,1.3150622848865727,-144.08,1,QSbio
1xvq_2.pdb,0.14831005,-1561.549,-1404.1921,-2.529387686571144,-2.4928034825141188,-48.84,0,QSbio
1xwb_5.pdb,0.4607100000000001,-2121.549,-1612.6783,-1.5484665468265777,-2.770236362952395,-21.93,0,QSbio
1y67_1.pdb,0.75763,-3116.064000000001,-2306.275,-5.322011653430823,-5.384554274429852,-46.13,1,QSbio
1y6h_3.pdb,0.5719321999999999,-3990.241,-1150.7681,1.4185707477831004,1.4186298479915314,-116.37,1,Dunbrack
1y7h_2.pdb,0.44409537,-1707.442,-1965.1056,-4.736015281069365,-5.23043966158196,-52.13,0,QSbio
1y7y_1.pdb,0.6246835000000001,-2706.8920000000007,-1539.1274,-3.2630188616267404,-3.281944257458451,-102.61,1,QSbio
1yad_2.pdb,0.15157923,-2185.406,-1351.7688,-4.001340128709523,-3.8546257464805733,-33.49,0,QSbio
1yae_9.pdb,0.16704603,-2859.948,-1609.6523,-2.8630176788825965,-2.275046003338813,-22.8,0,QSbio
1ybz_2.pdb,0.9924086,-8706.143,-5624.960999999998,-2.44556934881962,-2.4455026587599824,-287.92,0,QSbio
1ye5_1.pdb,0.992246,-4881.979,-4405.315,-6.149947390467036,-5.455222442376014,-119.78,1,QSbio
1yem_1.pdb,0.9256875,-3681.9040000000014,-2410.7834,-3.4303919570927333,-3.699446445808313,-103.45,0,QSbio
1yln_1.pdb,0.90949667,-3719.46,-2014.1216,-0.2659081930370845,-0.27234449195195193,-98.52,0,Dunbrack
1ysj_1.pdb,0.98816967,-2405.325,-3566.8015,-4.194368478371597,-3.873108483016902,-112.96,1,QSbio
1yv9_1.pdb,0.008356744000000001,-666.2639999999999,-709.8659,3.57690475302592,3.218037634336813,-27.76,1,QSbio
1yvl_4.pdb,0.6191219,-4103.959,-2433.6873,-3.7962662301445254,-4.225641239351119,-65.42,0,QSbio
1z72_1.pdb,0.9923272,-3311.862,-3900.2085,-5.638857698797599,-5.6569384008734085,-139.18,0,QSbio
1z9p_1.pdb,0.5393587,-3440.204,-1820.0189,-2.5246108246092764,-2.524735174830824,-89.38,0,QSbio
1zbh_2.pdb,0.047825538,-1688.3029999999999,-911.3839,-2.010341518048921,-1.3477307886481382,8.02,1,Dunbrack
1zbr_1.pdb,0.02880255,-1048.205,-877.595,-3.7952564846235335,-3.8553161759058776,-45.54,1,QSbio
1zc6_1.pdb,0.037423994,-2144.7039999999997,-208.42534,-0.04540511061049005,-0.45162640150083705,-20.05,1,QSbio
1zcj_3.pdb,0.015245786,-2401.172,310.7924,-2.123887927590816,-2.125529527572051,-0.43,0,Dunbrack
1zh2_1.pdb,0.20885995,-1499.523,-1885.0956,-2.672467903414537,-1.8769522162788868,-26.72,0,QSbio
1zjj_1.pdb,0.992305,-3671.046,-4280.5547,-6.9153774740207865,-6.712315978103511,-118.51,1,QSbio
1zlj_1.pdb,0.028999832000000007,-642.988,-1069.4415,-2.2962724299995942,-1.7495620069502589,-9.61,1,QSbio
1zp7_1.pdb,0.9393096,-2773.4759999999997,-2394.138,-4.835885715568244,-4.852244757167508,-100.57,1,QSbio
1zsz_1.pdb,0.13241518,-2168.315,-1167.8226,2.0210414076745646,2.021986373868772,-41.54,0,QSbio
1zxk_1.pdb,0.9920508,-5222.965,-2327.3306,-4.062740663169774,-4.025823641482331,-136.75,0,QSbio
1zy2_1.pdb,0.08680035,-1300.673,-1283.8662,-2.32367520722976,-3.1773892792989207,-33.13,1,QSbio
1zzh_2.pdb,0.7972604,-3416.843,-1880.4518,-3.532981684676293,-3.7217463904907806,-95.41,1,QSbio
2a4a_3.pdb,0.92279005,-3787.6079999999997,-1896.1715,-3.650203519467,-3.67209004590118,-80.14,0,QSbio
2a67_2.pdb,0.81180227,-3491.61,-1859.2172,-2.729646946454982,-3.053290979007799,-76.56,0,QSbio
2a8f_1.pdb,0.08256304,-1262.954,-1527.005,-2.3391665896880762,-2.1209353957480896,-47.77,0,QSbio
2ac1_3.pdb,0.008700624,-1009.5169999999999,-600.63983,-2.3134597026162207,-2.3037141182875063,14.51,0,Dunbrack
2aca_1.pdb,0.24662776,-2228.697,-1343.3318,-3.1963259186775805,-2.8823990117568803,-87.84,0,QSbio
2ahm_21.pdb,0.09148645,-2281.134,-1111.6528,9.829093229916236,9.61002014120086,-28.94,0,Dunbrack
2ajq_9.pdb,0.0068037948,-1095.961,-265.7872,-3.1704367626196963,-3.1711759702404936,6.38,0,Dunbrack
2aps_1.pdb,0.47299594,-2916.215,-1654.5887,-3.739525629799747,-3.0204911613722114,-75.8,1,QSbio
2ar8_1.pdb,0.0047603413,-1356.9360000000001,383.9163,-2.763997389249561,-4.0957388949150655,-6.63,0,QSbio
2axi_3.pdb,0.018145243,-935.558,-721.3984,-0.026175946359241642,0.12710114370007208,-6.62,0,QSbio
2b0u_18.pdb,0.010856361,-822.117,-876.19794,-1.7274458465247742,-1.7197119218336951,1375.28,0,Dunbrack
2b5a_1.pdb,0.9236436,-3129.507,-2137.0056,-3.302313690904817,-2.8388388518775387,-122.45,1,QSbio
2b7l_1.pdb,0.60196525,-2820.314000000001,-1576.8704,-2.827804882703565,-1.49874963874138,-61.71,1,QSbio
2b8h_6.pdb,0.057005264000000014,-2822.53,-580.4229,1.987222291385229,1.1142426183050451,-44.71,0,Dunbrack
2bbh_4.pdb,0.81053936,-2466.447,-2750.7258,0.2981338753334598,0.30931815386442585,-61.05,0,Dunbrack
2bde_2.pdb,0.0044310647,-1693.521,756.9502,-0.28781315508455124,-0.1879315662001867,26.85,0,QSbio
2bdm_2.pdb,0.0061383946,-2095.467,541.3340000000002,11.592907568637221,11.5896711813131,-38.05,0,Dunbrack
2bdq_1.pdb,0.5584732,-2939.414,-1937.0256,-3.3825778575676275,-3.4423994820444848,-61.28,0,QSbio
2bej_1.pdb,0.015941575,-2442.57,418.63525,0.986996987139592,0.9857882022170964,-19.88,1,QSbio
2bhm_2.pdb,0.5131195,-2195.886,-1626.1742,1.1184297579323934,0.8509329662410431,-57.79,0,QSbio
2bho_1.pdb,0.9894018,-5297.165,-2298.663,-2.4855176289075898,-2.4936380364565296,-124.58,0,QSbio
2bm5_1.pdb,0.54890275,-3414.507,,-4.2337847843698535,-2.9123157796561316,-132.34,0,QSbio
2bpd_1.pdb,0.054359548,-896.5239999999999,-1208.4653,-0.9997424546811646,-0.3999980947557766,-67.99,1,QSbio
2brv_1.pdb,0.0044063986,-1709.892,1482.4077,-2.8824160673788546,-2.8846116726145583,1.24,0,Dunbrack
2c2x_1.pdb,0.79785186,-4572.588,-4903.432,-5.393721675810844,-5.482949436887231,49.88,0,QSbio
2c9s_1.pdb,0.7329992,-2297.145,-2157.1428,-4.728545438893005,-5.015771615190283,-52.63,0,QSbio
2cc3_1.pdb,0.3733806,-1508.249,-2577.5159,3.5669486451465966,3.58441372270854,-23.46,0,QSbio
2cd0_1.pdb,0.12857153,-1542.102,-1555.2375,-2.9668696490498734,-2.8562999222332657,-56.95,0,QSbio
2ctx_1.pdb,0.0045158677000000005,-574.585,-564.5395,-0.5555955185123003,-0.5655989055269778,1274.83,0,QSbio
2cw2_1.pdb,0.6010721,-3714.61,-2079.3809,-4.890949847733417,-5.11545177475888,-40.94,1,QSbio
2cw3_1.pdb,0.63346803,-3555.354000000001,-2074.164,-4.3862127953752,-4.709494545087006,-62.14,0,QSbio
2cx4_1.pdb,0.5035869000000001,-2587.792,-1568.4459,-3.882229288714165,-2.925426985273296,-51.94,0,QSbio
2d13_2.pdb,0.08368285,-2429.772,-710.62335,-2.1344758902001493,-1.1047046795972033,-69.38,1,QSbio
2d4h_1.pdb,0.0034280352000000004,-735.2819999999997,226.60434,1.156281976179896,0.1803766248495034,2.02,0,Dunbrack
2dc4_1.pdb,0.9239578000000002,-4221.359,-2230.3215,-4.114685729759937,-3.9850942184120512,-103.03,0,QSbio
2dh6_1.pdb,0.0029078724,-1347.646,484.16446,8.263414983326996,8.205263431818345,1.84,0,Dunbrack
2dou_1.pdb,0.9925009,-4647.404,-6229.951,-7.441114317962391,-7.223425249082602,-167.05,0,QSbio
2dpf_1.pdb,0.9923212,-6014.604,-2458.7793,-2.526557081604111,-2.6910499797724534,-187.83,0,QSbio
2dql_1.pdb,0.9256181999999998,-4223.568,-2352.7188,-0.6535085365076769,-1.0235830373350472,-96.47,1,QSbio
2dsj_1.pdb,0.99142027,-2535.1639999999998,-3039.717,-5.449113512211142,-5.281319099063381,-91.38,1,QSbio
2dvn_1.pdb,0.003915017,-985.9169999999999,421.51352,0.0067881725292883105,-1.1305004420668718,-43.58,0,QSbio
2dwu_1.pdb,0.22047833,-3414.486,-1275.3965,-2.341252529624984,-2.4198853111621084,-93.8,1,QSbio
2dwy_6.pdb,0.5119062,-2701.2470000000008,-1811.6558,-3.4845640204668964,-1.5374545030736166,-129.4,0,QSbio
2e1d_1.pdb,0.5844928,-2877.708,-1989.2875,-6.0526802412133165,-5.969177140791142,-17.5,1,QSbio
2e2c_1.pdb,0.104897484,-1636.3339999999994,-1557.0146,-1.5281156955731632,-1.5291682610545163,-48.58,1,QSbio
2e46_1.pdb,0.94889814,-3107.742,-2603.214,-3.9539139109575614,-3.9537262578063057,-71.5,0,QSbio
2eav_1.pdb,0.015958365,-1415.808,-475.30463,3.815027777737357,3.7708171360196414,-27.53,0,QSbio
2ebb_1.pdb,0.9908949,-3108.078,-3160.376,-4.756329278833031,-4.5964848188332645,-87.15,0,QSbio
2ecf_1.pdb,0.92461044,-2087.581,-2975.9978,-6.879402336167715,-6.883351338792343,-94.15,0,QSbio
2egu_3.pdb,0.21163318,-2504.665,-1094.9784,5.568359665865294,5.568337423252928,-97.62,0,QSbio
2ejn_1.pdb,0.9270096,-2813.243,-2463.8257,-0.730072661270817,-1.0766494997651377,-92.71,0,Dunbrack
2ekz_1.pdb,0.011672809,-983.679,-534.2173,-2.3859025089109127,0.5178251017849301,15.81,0,QSbio
2eo0_1.pdb,0.6213907,-1874.454,-2465.1938,-3.602316586876986,-2.9923173798052765,-57.95,1,QSbio
2erc_1.pdb,0.007603985699999999,-2207.8920000000007,558.52026,1.4312482047693995,0.9921981969835248,-6.06,0,Dunbrack
2ew2_1.pdb,0.9922451,-3531.327,-2505.3625,-4.4290521516297625,-4.322986570917232,-160.67,0,QSbio
2ewt_1.pdb,0.18046461,-2279.201,-1073.1807,-3.5644283204408715,-3.5086148506571013,-90.22,1,QSbio
2f00_1.pdb,0.16523492,-2582.12,-1680.9341,-5.844081076351439,-5.762141287565358,1172.64,1,QSbio
2f1m_2.pdb,0.37922165,-2288.882,-1274.057,4.769412417414765,4.776221072733061,-14.34,0,Dunbrack
2f1z_5.pdb,0.033521384,-941.55,-1058.2098,-2.097938761090382,-2.095774025069061,-32.97,0,Dunbrack
2f5e_1.pdb,0.99237365,-4609.287,-3283.67,-5.423343772185817,-5.600682645943789,-151.5,0,QSbio
2f6s_1.pdb,0.05687822,-2677.0609999999997,-301.61594,-0.0551274586385257,-0.216810291566572,-53.79,0,QSbio
2f96_1.pdb,0.559435,-4652.757000000001,,-3.731894335661153,-3.983086948812226,-101.28,1,QSbio
2f9q_2.pdb,0.004522366,-2038.5479999999998,497.11362,-2.9012575034408514,-3.225527132487358,164.94,0,Dunbrack
2f9q_3.pdb,0.61679375,-2608.765,-1465.447,-4.376083360349315,-4.076722516760915,-112.35,0,Dunbrack
2fca_1.pdb,0.13059558,-1561.5970000000002,-1630.274,-4.985212835782282,-4.941077109132097,-66.29,0,QSbio
2fco_1.pdb,0.9229466,-2446.6220000000008,-2105.1475,-5.059903588664539,-4.570502855223143,-101.26,1,QSbio
2ffv_3.pdb,0.03607332,-1405.856,-786.8304400000002,-3.7564265178604783,-3.7567822205148653,-35.13,0,Dunbrack
2fhq_1.pdb,0.93920505,-2688.205,-3633.3901,-1.807723382027095,-2.018268095961818,-84.91,1,QSbio
2fj2_2.pdb,0.03604222,-1227.8980000000001,-1175.2246,-4.6076698134156775,-4.367170196142691,3083.54,1,QSbio
2fn1_1.pdb,0.50512683,-1724.963,-1959.0228,-5.630430990106658,-4.865195114839412,-124.75,0,QSbio
2fuc_1.pdb,0.922897,-3894.427,-1945.2979,-2.5655136575209925,-2.564238442736724,-92.38,0,QSbio
2fv7_1.pdb,0.0032677227,-1143.0230000000001,489.83505,6.259211374031122,2.6212070324966747,-1.18,0,QSbio
2g0h_1.pdb,0.012300839,-953.3480000000001,-488.21948,-1.414390218551934,-2.3776251376034465,0.57,0,QSbio
2g3k_8.pdb,0.15089604,-1851.109,-1366.5205,0.023189618453659192,-2.838432103829001,-41.75,0,QSbio
2g3p_1.pdb,0.05846377,-2751.95,-833.4636,1.8345402541163665,2.611909112422731,-62.49,0,Dunbrack
2g45_2.pdb,0.99239093,-6147.669,-2819.7312,-2.8781934857323126,-2.682873871565731,-212.65,1,Dunbrack
2g7p_1.pdb,0.60311735,-2550.617,-1344.6954,-3.303168305300281,-3.6706795576240645,-82.9,0,Dunbrack
2gd5_1.pdb,0.97763,-3823.437,-3406.934,-3.0150917328281213,-3.8085558133451305,-70.0,1,Dunbrack
2gff_1.pdb,0.99226344,-3515.816,-2497.6284,-2.8486883309124496,-2.5601864051645595,-172.99,0,QSbio
2goj_1.pdb,0.71816814,-4253.385,-2219.9592,-4.7430456982353455,-4.741789626141284,-45.89,1,QSbio
2gpc_1.pdb,0.6334287,-3171.881,-2069.512,-4.504853867995627,-4.831746742384231,-37.05,1,QSbio
2gs2_1.pdb,0.15098496,-2318.3979999999997,-1265.9014,-4.642954367322152,0.7019532619037514,-89.45,0,QSbio
2gsl_3.pdb,0.9213487,-3621.8140000000003,-2189.732,-3.3872909048951643,-3.1357697050709072,-95.23,0,QSbio
2gwh_1.pdb,0.015277684,-819.107,-263.20087,-5.014072180497362,-4.996330097067963,-53.66,1,QSbio
2gz6_1.pdb,0.005917637,-329.457,-294.2607700000001,-1.7376066412019198,-2.7546420528723043,13.93,1,QSbio
2h2w_1.pdb,0.97968805,-2630.184,-3231.7244,-5.272030686407893,-5.268652060773987,-64.64,0,QSbio
2h8k_1.pdb,0.009126456,-462.384,-249.15492000000003,-3.9283008900708185,-3.9580300158154316,-36.3,1,QSbio
2h9u_1.pdb,0.85081816,-2731.522,-2033.6122,0.005208098657149675,0.015504375376826316,-87.17,0,QSbio
2ha7_1.pdb,0.007587095,-1019.648,-54.45789,-4.420761541808628,-3.3523035079996744,-4.36,0,QSbio
2hb0_1.pdb,0.0077622742,-1462.013,-8.270107000000001,0.02573648745827908,0.0254490593651041,-32.96,0,Dunbrack
2hjd_1.pdb,0.99218065,-3893.975,-2429.8892,-3.1275657579950518,-2.47885635353496,-151.97,0,QSbio
2hk3_1.pdb,0.92343825,-3815.277,-2454.3718,-4.708680680497118,-4.264245273964781,-99.91,0,QSbio
2hku_1.pdb,0.99224794,-2916.111,-5051.7715,-6.726216220722202,-4.979404971368137,-127.35,1,QSbio
2hng_1.pdb,0.9602498,-2705.9629999999997,-2588.533,-3.842804087337621,-3.8176862476352853,-90.86,1,QSbio
2hzb_1.pdb,0.9923218,-4251.97,-3347.5303,-4.48588699417108,-4.6643053599092825,-150.34,1,QSbio
2i45_4.pdb,0.92572165,-2411.302,-2836.4812,-2.7705463557766685,-1.574374502686236,-111.79,1,QSbio
2i5p_1.pdb,0.9923502,-6800.929,-3807.118,-3.996395028308728,-4.733949476206263,-201.61,0,QSbio
2i6a_2.pdb,0.607558,-2931.7790000000005,-1552.1326,-6.227112701391024,-6.083648164330139,-37.56,0,Dunbrack
2i7p_1.pdb,0.009580625,-1307.299,-373.02243,6.187089499589067,6.850201566351613,9.36,0,Dunbrack
2i91_1.pdb,0.0047936277,-1415.045,321.56015,-1.8283649479747897,-2.075698229005187,-0.75,0,Dunbrack
2i9z_1.pdb,0.9245761,-3077.372000000001,-1922.2286,-2.306248358326387,-2.8884400643040515,-124.84,1,QSbio
2ibm_4.pdb,0.54575,-3303.5440000000012,-1528.6831,-5.0682744490572285,-5.0681784756665405,-41.04,0,Dunbrack
2idl_1.pdb,0.7998962,-2589.911,-4103.1416,0.5792469415111211,1.046508876391245,-54.96,1,QSbio
2ijd_5.pdb,0.038175456,-3140.363,-776.3392299999998,-0.03319293518174889,-0.04738475472234855,-0.11,0,Dunbrack
2ikk_1.pdb,0.9041697,-2860.602000000001,-1706.9819,-4.605933802978572,-4.8508215567698025,-91.9,1,QSbio
2imn_1.pdb,0.16967267,-1660.1770000000001,-1454.7444,-2.048873526833731,-2.0437922717441053,-59.06,0,QSbio
2imz_1.pdb,0.032091912,-1869.396,-445.82407,-1.5000943576240895,-0.00756412915747316,-59.45,1,QSbio
2io3_12.pdb,0.99254245,-12625.59,-6860.0493,-6.273068980287556,-6.256185273979615,-384.01,0,Dunbrack
2isy_1.pdb,0.92404413,-3281.9559999999997,-1949.7068,-4.371093901825919,-4.21429770497104,-130.16,0,QSbio
2itf_5.pdb,0.017743321,-1172.871,-392.96814,-1.7055839075970398,-1.6954991299867574,-17.04,0,QSbio
2iut_1.pdb,0.025942069,-968.5269999999999,-1113.5748,-2.585934935375851,-2.661895369239603,1.63,1,Dunbrack
2iut_6.pdb,0.03766981,-1800.0179999999998,,-0.3918901663874107,-0.7068038874849659,-16.08,1,Dunbrack
2iy2_1.pdb,0.9798926,-2895.122000000001,-2344.5374,-5.797905727225633,-5.850798129302733,-102.36,1,QSbio
2j3s_1.pdb,0.038698014,-1716.68,,-1.34158209847628,0.3562742460044729,-13.25,0,Dunbrack
2j3x_1.pdb,0.0072334507,-1829.4389999999999,442.22028,-3.1713208519093103,-3.1664715069073384,15.93,0,Dunbrack
2j3z_7.pdb,0.09772281,-2166.926,-1164.999,-3.605348172192078,-3.344534978750098,-13.67,0,Dunbrack
2j7l_4.pdb,0.017725961000000002,-2438.6220000000008,334.64883,-0.2705969102662289,-0.26912277715365485,-67.21,0,Dunbrack
2j80_1.pdb,0.02070982,-842.659,-1273.9534,-1.3474904374686512,-0.03607452880074544,826.26,0,QSbio
2j85_1.pdb,0.44603905,-3339.107,,-2.97903122762096,-1.7030837870225126,-118.06,1,QSbio
2j8m_1.pdb,0.992439,-5372.721,-3049.1763,-4.301220389834744,-4.4428497817973165,-196.04,0,QSbio
2j8w_1.pdb,0.035661004,-1848.359,-1192.0781,-2.921109452477864,-2.563914043420851,1538.89,0,QSbio
2j8z_1.pdb,0.9924946,-5741.347,-3659.7056,-5.3816595817383,-5.382779008746262,-212.26,0,QSbio
2j98_1.pdb,0.5035691,-1664.733,-1698.4473,-4.2342097789864415,-5.229300079015552,-69.34,0,QSbio
2jbx_1.pdb,0.17437132,-2914.038,,-2.281130381492877,-3.435945267324221,-45.77,0,Dunbrack
2jfp_1.pdb,0.119922295,-2274.3160000000007,-1035.2754,-2.9408146713001817,-2.6711143466295626,-73.63,0,QSbio
2jkr_34.pdb,0.0032821943,-729.788,-458.4035,4.068802257684068,4.071856218530667,40.23,1,Dunbrack
2jlp_3.pdb,0.466287,-1577.711,-2171.562,-2.890737321486494,-3.12465848767678,-65.39,0,QSbio
2npn_3.pdb,0.002371118,-998.013,153.77475,6.717480746103977,6.71537482497717,202.52,0,QSbio
2nsa_5.pdb,0.18725297,-3236.618,-1104.4404,0.9995726512228196,0.9991531503226924,-116.55,0,Dunbrack
2nsa_6.pdb,0.3790449,-2935.216,-1030.8328,-0.6031069863907631,-0.6073418507746059,3.65,0,Dunbrack
2ntx_3.pdb,0.10537777,-975.245,-2559.5554,6.491798536487125,7.4408904831615805,19.69,0,Dunbrack
2nub_6.pdb,0.041129775,-2381.438,-188.64316,-3.4820398755577195,-3.4907838293977367,-20.4,0,Dunbrack
2nvn_1.pdb,0.90602624,-3635.3059999999996,-1498.3186,-4.124597358538825,-4.1221021279613925,-146.59,1,QSbio
2nwu_1.pdb,0.029172545,-1292.347,-632.3815,-2.0712828283310385,-2.8718398637105067,-33.97,1,QSbio
